feature,label,layer,n,mean,std,sem,ci95_low,ci95_high
union_response_sum,REAL,10,11976,1.5083084849997828,0.9194193529123885,0.00840151771262614,1.4918415102830356,1.52477545971653
union_response_sum,HALL,10,3487,0.74806850417863,0.5418748434830356,0.009176414356466952,0.7300827320399548,0.7660542763173053
union_response_sum,REAL,11,11976,2.2454010214216127,1.173132704760927,0.01071991270043358,2.2243899925287627,2.2664120503144627
union_response_sum,HALL,11,3487,1.1950382152767245,0.7721511796319395,0.013076043767954047,1.1694091694915345,1.2206672610619145
union_response_sum,REAL,12,11976,3.9016407490306664,1.9926812104375662,0.018208825420171253,3.8659514512071307,3.937330046854202
union_response_sum,HALL,12,3487,3.02149208598982,1.6120720837074565,0.027299738289208515,2.967984598942971,3.074999573036669
union_response_sum,REAL,13,11976,2.759980907966056,1.418436717527445,0.012961464394671798,2.7345764377524997,2.7853853781796127
union_response_sum,HALL,13,3487,1.7467076604016571,1.0150717764731794,0.01718979822462364,1.713015655881395,1.7803996649219194
union_response_sum,REAL,14,11976,2.328022490203898,1.1170926084848152,0.010207826610457734,2.308015150047401,2.3480298303603955
union_response_sum,HALL,14,3487,1.9995717648699867,0.8661293735505861,0.014667523531669821,1.970823418747914,2.0283201109920594
union_response_sum,REAL,15,11976,4.856998136395224,2.2304073437450134,0.020381131575583408,4.817051118507081,4.896945154283367
union_response_sum,HALL,15,3487,3.7333780607026457,2.085420102899145,0.035315680736353675,3.6641593264593926,3.8025967949458988
union_response_sum,REAL,16,11976,2.8525485506066,1.2036690418265241,0.010998949220518429,2.830990610134384,2.874106491078816
union_response_sum,HALL,16,3487,2.089304322170124,1.0198879245488834,0.017271357593685113,2.0554524612865013,2.123156183053747
