model,scope,metric,label,layer,n_total,n_valid,n_undefined,mean,q25,median,q75
qwen2_5_vl_7b,all,amp_mean,REAL,22,1006,1006,0,0.5227050664545988,0.4898854422792878,0.5162640866481385,0.5470701486939732
qwen2_5_vl_7b,all,amp_mean,REAL,23,1006,1006,0,0.5281937617773615,0.5047066471072875,0.5250325078547807,0.5474840951281325
qwen2_5_vl_7b,all,amp_mean,REAL,24,1006,1006,0,0.48323951603993553,0.43808693969248125,0.4765338150798508,0.5213294488189638
qwen2_5_vl_7b,all,amp_mean,REAL,25,1006,1006,0,0.42649685994294406,0.39473100377761045,0.421191220471678,0.4491699120952466
qwen2_5_vl_7b,all,amp_mean,REAL,26,1006,1006,0,0.3930041168255163,0.3576789564171944,0.38555272459865075,0.41829658497315947
qwen2_5_vl_7b,all,amp_mean,REAL,27,1006,1006,0,0.4254590307087941,0.388250531654646,0.4212791661380122,0.45323025910432196
qwen2_5_vl_7b,all,amp_mean,REAL,28,1006,1006,0,0.7631263240595022,0.6342712730656439,0.7107221891677837,0.8571238393019457
qwen2_5_vl_7b,all,amp_mean,HALL,1,122,122,0,1.0142073442405692,0.8738263836896834,0.989929714109372,1.115545540227132
qwen2_5_vl_7b,all,amp_mean,HALL,2,122,122,0,0.5134351254230197,0.42681413967908455,0.49452086883658153,0.5804817167214735
qwen2_5_vl_7b,all,amp_mean,HALL,3,122,122,0,0.42291866914777104,0.35719436924301734,0.4058234815794488,0.46536147855771115
qwen2_5_vl_7b,all,amp_mean,HALL,4,122,122,0,0.4709336076620127,0.43603513660060433,0.4716305483009363,0.5070864400346218
qwen2_5_vl_7b,all,amp_mean,HALL,5,122,122,0,0.6213372213241977,0.5586329460698298,0.6167968794054013,0.6722533364025486
qwen2_5_vl_7b,all,amp_mean,HALL,6,122,122,0,0.6297878808250837,0.5705203415473676,0.6389639763124817,0.6898063655082248
qwen2_5_vl_7b,all,amp_mean,HALL,7,122,122,0,0.7261729919840506,0.6692083478518381,0.7137943452566067,0.7475024706098925
qwen2_5_vl_7b,all,amp_mean,HALL,8,122,122,0,0.8262409825426099,0.7642248304186664,0.8117936714508777,0.8595038153273697
qwen2_5_vl_7b,all,amp_mean,HALL,9,122,122,0,0.7332235594400454,0.679824048971385,0.7265638208468176,0.7825058183727265
qwen2_5_vl_7b,all,amp_mean,HALL,10,122,122,0,0.8781242622015432,0.8140205796276522,0.8507090887459136,0.9216458492124752
qwen2_5_vl_7b,all,amp_mean,HALL,11,122,122,0,0.648897703434078,0.6099010810927072,0.6419838012759449,0.6737454655525285
qwen2_5_vl_7b,all,amp_mean,HALL,12,122,122,0,0.676328260268666,0.649762309297464,0.6709925839517799,0.7010973787093677
qwen2_5_vl_7b,all,amp_mean,HALL,13,122,122,0,0.6925484709083461,0.6596778739243447,0.689541384900915,0.7164888293380055
