model,family,feature_set,threshold_rule,ensemble_auroc,ensemble_real_aupr,ensemble_hall_aupr,real_precision,real_recall,real_f1,hall_precision,hall_recall,hall_f1,seed_auc_mean,seed_auc_std
internvl_2_5_8b,one_hidden,H_SN,fixed_0.5,0.8781042051632612,0.9739457583074772,0.5623477579343755,0.8834995466908432,0.9706175298804781,0.9250118652112007,0.6628571428571428,0.3109919571045576,0.4233576642335766,0.8743344317101567,0.0032386497461354743
internvl_2_5_8b,one_hidden,H_SN,train_f1,0.8781042051632612,0.9739457583074772,0.5623477579343755,0.9092692496321726,0.9233067729083665,0.916234247590808,0.5497076023391813,0.5040214477211796,0.5258741258741259,0.8743344317101567,0.0032386497461354743
qwen2_5_vl_7b,one_hidden,H_SN,fixed_0.5,0.8966017208352295,0.9862746216688536,0.5016843611846608,0.9255189255189256,0.9786959328599096,0.951364919987449,0.648936170212766,0.3333333333333333,0.4404332129963899,0.8912354289329386,0.0033153458466043135
qwen2_5_vl_7b,one_hidden,H_SN,train_f1,0.8966017208352295,0.9862746216688536,0.5016843611846608,0.9362776025236593,0.9580374435119432,0.9470325462667517,0.5578231292517006,0.44808743169398907,0.49696969696969695,0.8912354289329386,0.0033153458466043135
qwen3_vl_8b,one_hidden,H_SN,fixed_0.5,0.9044410022258651,0.9779370106301188,0.676363581583763,0.916796875,0.9346873755475906,0.925655689213173,0.6488222698072805,0.5872093023255814,0.6164801627670397,0.899994417328612,0.005382712589404255
qwen3_vl_8b,one_hidden,H_SN,train_f1,0.9044410022258651,0.9779370106301188,0.676363581583763,0.9214285714285714,0.9247311827956989,0.9230769230769231,0.6272189349112426,0.6162790697674418,0.6217008797653959,0.899994417328612,0.005382712589404255
llava_1_5_7b,one_hidden,U_SK,fixed_0.5,0.9054306753025321,0.971084721707942,0.7116279321636573,0.9053887289181407,0.9031596224866639,0.9042728019720625,0.66993006993007,0.6755994358251057,0.672752808988764,0.9034822809843313,0.001148464346385285
llava_1_5_7b,one_hidden,U_SK,train_f1,0.9054306753025321,0.971084721707942,0.7116279321636573,0.8973947895791583,0.9187525646286417,0.907948094079481,0.695852534562212,0.6389280677009873,0.6661764705882353,0.9034822809843313,0.001148464346385285
internvl_2_5_8b,one_hidden,U_SK,fixed_0.5,0.8792691165632378,0.974384383238117,0.5659588458819347,0.8889912482726854,0.9611553784860558,0.9236659487915769,0.6285714285714286,0.353887399463807,0.4528301886792453,0.8720237459456187,0.0008201441163904589
internvl_2_5_8b,one_hidden,U_SK,train_f1,0.8792691165632378,0.974384383238117,0.5659588458819347,0.90625,0.9387450199203188,0.9222113502935421,0.5913621262458472,0.4772117962466488,0.5281899109792285,0.8720237459456187,0.0008201441163904589
qwen2_5_vl_7b,one_hidden,U_SK,fixed_0.5,0.890082443459027,0.9850755523942967,0.4854004785136514,0.918429003021148,0.9812782440284055,0.9488139825218477,0.6233766233766234,0.26229508196721313,0.36923076923076925,0.8858861878102213,0.004798439717411854
qwen2_5_vl_7b,one_hidden,U_SK,train_f1,0.890082443459027,0.9850755523942967,0.4854004785136514,0.9340866290018832,0.960619754680439,0.9471674092934437,0.5611510791366906,0.4262295081967213,0.484472049689441,0.8858861878102213,0.004798439717411854
qwen3_vl_8b,one_hidden,U_SK,fixed_0.5,0.9009335667250147,0.9772045992758556,0.649486399069982,0.9225883287018658,0.9255276782158502,0.9240556660039762,0.6318897637795275,0.622093023255814,0.626953125,0.8938907823663734,0.005946394885544781
qwen3_vl_8b,one_hidden,U_SK,train_f1,0.9009335667250147,0.9772045992758556,0.649486399069982,0.9204097714736013,0.9303066507367582,0.9253317488611607,0.6421267893660532,0.6085271317829457,0.6248756218905472,0.8938907823663734,0.005946394885544781
llava_1_5_7b,one_hidden,H_SK,fixed_0.5,0.9061604912048792,0.9711275297976387,0.7232832575242866,0.8930842607313195,0.9220352892901108,0.90732889158086,0.6984126984126984,0.6205923836389281,0.6572068707991038,0.9033263052621404,0.002085345156586356
llava_1_5_7b,one_hidden,H_SK,train_f1,0.9061604912048792,0.9711275297976387,0.7232832575242866,0.8981891348088531,0.9158801805498564,0.9069483949613978,0.6898638426626323,0.6431593794076164,0.6656934306569343,0.9033263052621404,0.002085345156586356
internvl_2_5_8b,one_hidden,H_SK,fixed_0.5,0.8736201307371051,0.9730995949311508,0.5498861384302502,0.8998091603053435,0.9392430278884463,0.919103313840156,0.5719298245614035,0.43699731903485256,0.49544072948328266,0.8692960508279661,0.008427200764503862
internvl_2_5_8b,one_hidden,H_SK,train_f1,0.8736201307371051,0.9730995949311508,0.5498861384302502,0.9024507448342143,0.9352589641434262,0.9185619955979457,0.5666666666666667,0.45576407506702415,0.5052005943536404,0.8692960508279661,0.008427200764503862
qwen2_5_vl_7b,one_hidden,H_SK,fixed_0.5,0.8924672007676379,0.9856757035720425,0.49425342088089746,0.929192546583851,0.9657843770174306,0.9471351693573916,0.5655737704918032,0.3770491803278688,0.4524590163934426,0.8858855998523049,0.003247539339348111
qwen2_5_vl_7b,one_hidden,H_SK,train_f1,0.8924672007676379,0.9856757035720425,0.49425342088089746,0.9371029224904701,0.9522272433828276,0.9446045469100224,0.5316455696202531,0.45901639344262296,0.49266862170087977,0.8858855998523049,0.003247539339348111
qwen3_vl_8b,one_hidden,H_SK,fixed_0.5,0.9121412297518824,0.9803635748156041,0.6797489076204478,0.8976348854397634,0.9673436877737953,0.9311865056545907,0.7445482866043613,0.4631782945736434,0.5710872162485066,0.903326783341926,0.0027058196776666467
qwen3_vl_8b,one_hidden,H_SK,train_f1,0.9121412297518824,0.9803635748156041,0.6797489076204478,0.9226519337016574,0.9311031461569096,0.9268582755203172,0.6490872210953347,0.6201550387596899,0.6342913776015857,0.903326783341926,0.0027058196776666467
llava_1_5_7b,one_hidden,raw_AE+S+N_vec,fixed_0.5,0.8899783717523626,0.9646153698386177,0.6940434727975142,0.8793304787855196,0.9269593762823143,0.9025169796244507,0.6915077989601387,0.5627644569816643,0.6205287713841369,0.8888258683950744,0.0004700336768020916
llava_1_5_7b,one_hidden,raw_AE+S+N_vec,train_f1,0.8899783717523626,0.9646153698386177,0.6940434727975142,0.8781528909584788,0.9286007386130488,0.9026725169525329,0.6942003514938488,0.5571227080394923,0.6181533646322379,0.8888258683950744,0.0004700336768020916
internvl_2_5_8b,one_hidden,raw_AE+S+N_vec,fixed_0.5,0.8670498969270372,0.970591540899611,0.5617902703224442,0.8909341923607915,0.9641434262948207,0.9260942358287491,0.6538461538461539,0.3646112600536193,0.46815834767641995,0.8639321178200513,0.0009060458221703909
internvl_2_5_8b,one_hidden,raw_AE+S+N_vec,train_f1,0.8670498969270372,0.970591540899611,0.5617902703224442,0.8991477272727273,0.9457171314741036,0.9218446601941748,0.5947955390334573,0.4289544235924933,0.4984423676012461,0.8639321178200513,0.0009060458221703909
qwen2_5_vl_7b,one_hidden,raw_AE+S+N_vec,fixed_0.5,0.8669227811350175,0.9812775396421121,0.4372874110420967,0.9168173598553345,0.9819238218205294,0.9482543640897756,0.6164383561643836,0.2459016393442623,0.3515625,0.8632633310638158,0.0020053009609620957
qwen2_5_vl_7b,one_hidden,raw_AE+S+N_vec,train_f1,0.8669227811350175,0.9812775396421121,0.4372874110420967,0.9106611078022633,0.987088444157521,0.9473358116480793,0.6226415094339622,0.18032786885245902,0.2796610169491525,0.8632633310638158,0.0020053009609620957
qwen3_vl_8b,one_hidden,raw_AE+S+N_vec,fixed_0.5,0.8863836329452732,0.9731507499164866,0.6304071075748215,0.8917716827279466,0.9581839904420549,0.9237857554233058,0.6808510638297872,0.43410852713178294,0.5301775147928994,0.8821105739397813,0.0013021113687241332
qwen3_vl_8b,one_hidden,raw_AE+S+N_vec,train_f1,0.8863836329452732,0.9731507499164866,0.6304071075748215,0.9082851637764933,0.9386698526483472,0.9232275754014885,0.6435185185185185,0.5387596899224806,0.5864978902953587,0.8821105739397813,0.0013021113687241332
llava_1_5_7b,one_hidden,AE+s+L(N_end),fixed_0.5,0.8986921768481096,0.9682433273299277,0.7035496725235486,0.8836392034361578,0.9286007386130488,0.905562224889956,0.7025641025641025,0.5796897038081805,0.6352395672333848,0.8972381397199074,0.0006002377057940934
llava_1_5_7b,one_hidden,AE+s+L(N_end),train_f1,0.8986921768481096,0.9682433273299277,0.7035496725235486,0.8847364280094414,0.9228559704554781,0.9033942558746736,0.6887417218543046,0.5867418899858956,0.6336633663366337,0.8972381397199074,0.0006002377057940934
internvl_2_5_8b,one_hidden,AE+s+L(N_end),fixed_0.5,0.8639243294916849,0.9702693641562873,0.5472592415693734,0.8825411334552102,0.9616533864541833,0.9204003813155386,0.6010362694300518,0.3109919571045576,0.4098939929328622,0.860747804136448,0.0024907428883362
internvl_2_5_8b,one_hidden,AE+s+L(N_end),train_f1,0.8639243294916849,0.9702693641562873,0.5472592415693734,0.896780303030303,0.9432270916334662,0.9194174757281554,0.5762081784386617,0.4155495978552279,0.48286604361370716,0.860747804136448,0.0024907428883362
qwen2_5_vl_7b,one_hidden,AE+s+L(N_end),fixed_0.5,0.8790582325279487,0.983339189760427,0.46587812021126185,0.9196591600730372,0.9754680438992899,0.9467418546365914,0.5730337078651685,0.2786885245901639,0.375,0.8742793105840656,0.004110268756358791
qwen2_5_vl_7b,one_hidden,AE+s+L(N_end),train_f1,0.8790582325279487,0.983339189760427,0.46587812021126185,0.9172205438066465,0.9799870884441575,0.947565543071161,0.5974025974025974,0.25136612021857924,0.35384615384615387,0.8742793105840656,0.004110268756358791
qwen3_vl_8b,one_hidden,AE+s+L(N_end),fixed_0.5,0.9016922440486665,0.9769380614751064,0.6773994941615008,0.905446293494705,0.953405017921147,0.9288069835111542,0.6945169712793734,0.5155038759689923,0.5917686318131257,0.8958908965924608,0.0019967613452212527
qwen3_vl_8b,one_hidden,AE+s+L(N_end),train_f1,0.9016922440486665,0.9769380614751064,0.6773994941615008,0.9136662795199381,0.9398645957785743,0.9265802905378877,0.6599099099099099,0.5678294573643411,0.6104166666666667,0.8958908965924608,0.0019967613452212527
llava_1_5_7b,one_hidden,AE+s+kappa_end,fixed_0.5,0.9023169484550879,0.9695189994821238,0.7134364648009035,0.8795690650250096,0.9380385720147723,0.9078633836378078,0.7239488117001828,0.5585331452750353,0.6305732484076433,0.9007395390642499,0.0007555817707468443
llava_1_5_7b,one_hidden,AE+s+kappa_end,train_f1,0.9023169484550879,0.9695189994821238,0.7134364648009035,0.8909595559080096,0.9220352892901108,0.9062310949788264,0.6955128205128205,0.61212976022567,0.6511627906976745,0.9007395390642499,0.0007555817707468443
internvl_2_5_8b,one_hidden,AE+s+kappa_end,fixed_0.5,0.8697508892045759,0.9718009468898415,0.5565929062791979,0.8810492989597467,0.9701195219123506,0.9234415738326618,0.6470588235294118,0.2949061662198391,0.40515653775322286,0.8650126927500009,0.0032286640884442433
internvl_2_5_8b,one_hidden,AE+s+kappa_end,train_f1,0.8697508892045759,0.9718009468898415,0.5565929062791979,0.9151785714285714,0.9188247011952191,0.9169980119284294,0.5534246575342465,0.5415549597855228,0.5474254742547425,0.8650126927500009,0.0032286640884442433
qwen2_5_vl_7b,one_hidden,AE+s+kappa_end,fixed_0.5,0.8784408767158082,0.9831079846784044,0.4612304065174113,0.9155099577549789,0.9793415106520336,0.9463505926388023,0.5733333333333334,0.23497267759562843,0.3333333333333333,0.8730057937373075,0.0013609718322957931
qwen2_5_vl_7b,one_hidden,AE+s+kappa_end,train_f1,0.8784408767158082,0.9831079846784044,0.4612304065174113,0.9221336603310852,0.9709489993544222,0.9459119496855346,0.5544554455445545,0.30601092896174864,0.39436619718309857,0.8730057937373075,0.0013609718322957931
qwen3_vl_8b,one_hidden,AE+s+kappa_end,fixed_0.5,0.8982106637770555,0.9759876542288767,0.6608357431210298,0.9344813103737926,0.8861011549183592,0.9096484055600981,0.5572755417956656,0.6976744186046512,0.6196213425129088,0.8924387732735654,0.002039004497628136
qwen3_vl_8b,one_hidden,AE+s+kappa_end,train_f1,0.8982106637770555,0.9759876542288767,0.6608357431210298,0.9164705882352941,0.9307048984468339,0.9235328986366331,0.6352201257861635,0.5872093023255814,0.6102719033232629,0.8924387732735654,0.002039004497628136
llava_1_5_7b,xgboost,AE,fixed_0.5,0.854172828045303,0.9493076007341578,0.6270938344837311,0.8332140300644237,0.9552728764874846,0.8900783788950487,0.6903409090909091,0.3427362482369535,0.4580584354382658,0.8531329898973646,0.0007676836386748795
llava_1_5_7b,xgboost,AE,train_f1,0.854172828045303,0.9493076007341578,0.6270938344837311,0.851031894934334,0.930652441526467,0.8890631125049,0.6486486486486487,0.4400564174894217,0.5243697478991597,0.8531329898973646,0.0007676836386748795
internvl_2_5_8b,xgboost,AE,fixed_0.5,0.8052274814949318,0.9532270381925032,0.428270848707239,0.8684563758389262,0.9666334661354582,0.9149186896064105,0.541095890410959,0.21179624664879357,0.3044315992292871,0.8001196732284445,0.0004470049098794302
internvl_2_5_8b,xgboost,AE,train_f1,0.8052274814949318,0.9532270381925032,0.428270848707239,0.8798143851508121,0.9442231075697212,0.9108815757866923,0.504424778761062,0.30563002680965146,0.3806343906510851,0.8001196732284445,0.0004470049098794302
qwen2_5_vl_7b,xgboost,AE,fixed_0.5,0.7547086609728821,0.9608051840084244,0.30204875874888815,0.8999418266433973,0.9987088444157521,0.9467564259485924,0.8461538461538461,0.060109289617486336,0.11224489795918367,0.7522439413876513,0.003922620803028579
qwen2_5_vl_7b,xgboost,AE,train_f1,0.7547086609728821,0.9608051840084244,0.30204875874888815,0.9078706528370958,0.960619754680439,0.9335006273525721,0.34408602150537637,0.17486338797814208,0.2318840579710145,0.7522439413876513,0.003922620803028579
qwen3_vl_8b,xgboost,AE,fixed_0.5,0.8111877506413641,0.9500920509225222,0.4946256811653833,0.8602604716649067,0.9733174034249303,0.9133034379671151,0.6397849462365591,0.23062015503875968,0.33903133903133903,0.8040189059610582,0.0044801746345796666
qwen3_vl_8b,xgboost,AE,train_f1,0.8111877506413641,0.9500920509225222,0.4946256811653833,0.8843038951021982,0.9131819992035046,0.8985109717868338,0.4976958525345622,0.4186046511627907,0.45473684210526316,0.8040189059610582,0.0044801746345796666
llava_1_5_7b,xgboost,AE+i,fixed_0.5,0.8922789413097214,0.9650446313580724,0.6822215374242848,0.8842229199372057,0.9244973327862126,0.9039117352056169,0.6923076923076923,0.5839210155148096,0.6335118592195869,0.8916331420146894,0.00038911392016520034
llava_1_5_7b,xgboost,AE+i,train_f1,0.8922789413097214,0.9650446313580724,0.6822215374242848,0.8893296310987703,0.9199835863766926,0.9043969342476805,0.688,0.6064880112834978,0.6446776611694153,0.8916331420146894,0.00038911392016520034
internvl_2_5_8b,xgboost,AE+i,fixed_0.5,0.8548253367228138,0.967602617950088,0.5155622976961522,0.8807464724624487,0.9636454183266933,0.920332936979786,0.6032608695652174,0.2975871313672922,0.3985637342908438,0.8492827172098023,0.0013521767069258836
internvl_2_5_8b,xgboost,AE+i,train_f1,0.8548253367228138,0.967602617950088,0.5155622976961522,0.894167450611477,0.9467131474103586,0.9196903725205612,0.5803921568627451,0.3967828418230563,0.4713375796178344,0.8492827172098023,0.0013521767069258836
qwen2_5_vl_7b,xgboost,AE+i,fixed_0.5,0.8416711645447266,0.9762741918522742,0.4102808514647329,0.9035861258083481,0.9922530664945126,0.9458461538461539,0.6129032258064516,0.10382513661202186,0.17757009345794392,0.8401436498781164,0.0038493927631880957
qwen2_5_vl_7b,xgboost,AE+i,train_f1,0.8416711645447266,0.9762741918522742,0.4102808514647329,0.9194837123540258,0.9657843770174306,0.9420654911838791,0.49523809523809526,0.28415300546448086,0.3611111111111111,0.8401436498781164,0.0038493927631880957
qwen3_vl_8b,xgboost,AE+i,fixed_0.5,0.8801876395024683,0.971448048846833,0.6014012577540251,0.8799708135716892,0.9605734767025089,0.9185072353389185,0.6538461538461539,0.3624031007751938,0.46633416458852867,0.8744822522503055,0.002561350750518297
qwen3_vl_8b,xgboost,AE+i,train_f1,0.8801876395024683,0.971448048846833,0.6014012577540251,0.8983693591202123,0.9434488251692553,0.9203574203574204,0.6358974358974359,0.4806201550387597,0.5474613686534217,0.8744822522503055,0.002561350750518297
llava_1_5_7b,xgboost,AE+s,fixed_0.5,0.8934497720555169,0.9656959826355773,0.6906446163692765,0.8821917808219178,0.9249076733688962,0.9030448717948718,0.6903553299492385,0.5754583921015515,0.6276923076923077,0.8928271231459677,0.0007500748837724282
llava_1_5_7b,xgboost,AE+s,train_f1,0.8934497720555169,0.9656959826355773,0.6906446163692765,0.889776357827476,0.9142388182191219,0.9018417324428254,0.6744548286604362,0.610719322990127,0.6410066617320503,0.8928271231459677,0.0007500748837724282
internvl_2_5_8b,xgboost,AE+s,fixed_0.5,0.8512191181654081,0.9662385126386777,0.5114770922969613,0.8810933940774488,0.9631474103585658,0.9202950273614086,0.6021505376344086,0.3002680965147453,0.4007155635062612,0.8470634886726552,0.005009632238582481
internvl_2_5_8b,xgboost,AE+s,train_f1,0.8512191181654081,0.9662385126386777,0.5114770922969613,0.9001919385796545,0.9342629482071713,0.916911045943304,0.5555555555555556,0.44235924932975873,0.4925373134328358,0.8470634886726552,0.005009632238582481
qwen2_5_vl_7b,xgboost,AE+s,fixed_0.5,0.8471144789340558,0.9770872545821798,0.42308021266469364,0.9060838747784997,0.9903163331181407,0.946329426280074,0.6153846153846154,0.13114754098360656,0.21621621621621623,0.8454423266200298,0.0010271865430687467
qwen2_5_vl_7b,xgboost,AE+s,train_f1,0.8471144789340558,0.9770872545821798,0.42308021266469364,0.9221260815822002,0.9632020658489348,0.9422166087780234,0.5,0.3114754098360656,0.3838383838383838,0.8454423266200298,0.0010271865430687467
qwen3_vl_8b,xgboost,AE+s,fixed_0.5,0.8848925194261528,0.973013408666269,0.6165710595503301,0.8864963503649635,0.9673436877737953,0.9251571129308703,0.7142857142857143,0.39728682170542634,0.5105853051058531,0.8798880532890424,0.0004473759297742816
qwen3_vl_8b,xgboost,AE+s,train_f1,0.8848925194261528,0.973013408666269,0.6165710595503301,0.9067698259187621,0.9334926324173636,0.9199372056514914,0.6221719457013575,0.5329457364341085,0.5741127348643006,0.8798880532890424,0.0004473759297742816
llava_1_5_7b,xgboost,AE+i+s,fixed_0.5,0.895639219762558,0.9663857792444492,0.6942539813737825,0.8895027624309392,0.9249076733688962,0.9068597867632268,0.7009803921568627,0.6050775740479548,0.6495079485238455,0.8950014266425054,0.00016651991977033193
llava_1_5_7b,xgboost,AE+i+s,train_f1,0.895639219762558,0.9663857792444492,0.6942539813737825,0.9031071136549469,0.906442347148133,0.9047716567683801,0.6742857142857143,0.6657263751763046,0.6699787083037615,0.8950014266425054,0.00016651991977033193
internvl_2_5_8b,xgboost,AE+i+s,fixed_0.5,0.85676262777309,0.9677314318707954,0.5170743323059174,0.8826205641492265,0.9661354581673307,0.922491678554446,0.6284153005464481,0.30831099195710454,0.4136690647482014,0.8524510091893375,0.0011893521792365597
internvl_2_5_8b,xgboost,AE+i+s,train_f1,0.85676262777309,0.9677314318707954,0.5170743323059174,0.8903406439570696,0.950199203187251,0.9192965550469766,0.5798319327731093,0.3699731903485255,0.45171849427168576,0.8524510091893375,0.0011893521792365597
qwen2_5_vl_7b,xgboost,AE+i+s,fixed_0.5,0.8496579848800743,0.9777841829020482,0.4254957218537659,0.90625,0.9922530664945126,0.9473035439137134,0.6666666666666666,0.13114754098360656,0.2191780821917808,0.8474378557880341,0.0006833416782898884
qwen2_5_vl_7b,xgboost,AE+i+s,train_f1,0.8496579848800743,0.9777841829020482,0.4254957218537659,0.9211009174311927,0.9722401549386701,0.9459798994974874,0.5567010309278351,0.29508196721311475,0.38571428571428573,0.8474378557880341,0.0006833416782898884
qwen3_vl_8b,xgboost,AE+i+s,fixed_0.5,0.8906663394243624,0.9747750187987745,0.6241254539440784,0.8842643300474626,0.9645559538032656,0.9226666666666666,0.6909722222222222,0.3856589147286822,0.49502487562189057,0.8853782375635063,0.002296802075779192
qwen3_vl_8b,xgboost,AE+i+s,train_f1,0.8906663394243624,0.9747750187987745,0.6241254539440784,0.8966817496229261,0.9470330545599362,0.9211698624830524,0.6453333333333333,0.4689922480620155,0.5432098765432098,0.8853782375635063,0.002296802075779192
llava_1_5_7b,xgboost,AE+n,fixed_0.5,0.8893625714985186,0.964883023991554,0.6793889594118071,0.876116504854369,0.9257283545342634,0.9002394253790902,0.6830122591943958,0.5500705218617772,0.609375,0.888675969649073,0.0002961479124836545
llava_1_5_7b,xgboost,AE+n,train_f1,0.8893625714985186,0.964883023991554,0.6793889594118071,0.8846611177170036,0.9158801805498564,0.9,0.6709470304975923,0.5895627644569816,0.6276276276276276,0.888675969649073,0.0002961479124836545
internvl_2_5_8b,xgboost,AE+n,fixed_0.5,0.8528092722942011,0.9666957552671447,0.5221454256463733,0.8785131459655485,0.9651394422310757,0.9197911722828667,0.6,0.28150134048257375,0.38321167883211676,0.8479571437218064,7.926279296769991e-05
internvl_2_5_8b,xgboost,AE+n,train_f1,0.8528092722942011,0.9666957552671447,0.5221454256463733,0.8894613583138173,0.9457171314741036,0.9167270094134685,0.556910569105691,0.3672922252010724,0.44264943457189015,0.8479571437218064,7.926279296769991e-05
qwen2_5_vl_7b,xgboost,AE+n,fixed_0.5,0.859048848719604,0.9791193520975969,0.4268591644673437,0.9062870699881376,0.986442866365397,0.9446676970633694,0.5434782608695652,0.1366120218579235,0.2183406113537118,0.8573520021730925,0.0015322287082879813
qwen2_5_vl_7b,xgboost,AE+n,train_f1,0.859048848719604,0.9791193520975969,0.4268591644673437,0.922077922077922,0.9625564880568108,0.9418825015792799,0.4956521739130435,0.3114754098360656,0.3825503355704698,0.8573520021730925,0.0015322287082879813
qwen3_vl_8b,xgboost,AE+n,fixed_0.5,0.8820939802851947,0.9715693672732776,0.5979985974249344,0.8840102451518478,0.9621664675428117,0.9214340198321892,0.6768707482993197,0.3856589147286822,0.49135802469135803,0.876186381986443,0.004090062803499568
qwen3_vl_8b,xgboost,AE+n,train_f1,0.8820939802851947,0.9715693672732776,0.5979985974249344,0.9024856596558317,0.9398645957785743,0.9207959422551697,0.633495145631068,0.5058139534883721,0.5625,0.876186381986443,0.004090062803499568
llava_1_5_7b,xgboost,AE+s+n,fixed_0.5,0.8930093359717057,0.96583986659203,0.6932284501273531,0.8839496459480723,0.9220352892901108,0.9025908817031533,0.6854304635761589,0.5839210155148096,0.6306169078446306,0.8922627360398834,0.0007499255524739853
llava_1_5_7b,xgboost,AE+s+n,train_f1,0.8930093359717057,0.96583986659203,0.6932284501273531,0.8883572567783095,0.9142388182191219,0.9011122345803843,0.6724137931034483,0.6050775740479548,0.6369710467706013,0.8922627360398834,0.0007499255524739853
internvl_2_5_8b,xgboost,AE+s+n,fixed_0.5,0.8581725377311131,0.9681805322529715,0.5312401161541145,0.8812016385980883,0.9641434262948207,0.920808561236623,0.6086956521739131,0.3002680965147453,0.4021543985637343,0.8539347970050096,0.0018596436970339696
internvl_2_5_8b,xgboost,AE+s+n,train_f1,0.8581725377311131,0.9681805322529715,0.5312401161541145,0.8979591836734694,0.9422310756972112,0.9195625759416768,0.5766423357664233,0.42359249329758714,0.4884080370942813,0.8539347970050096,0.0018596436970339696
qwen2_5_vl_7b,xgboost,AE+s+n,fixed_0.5,0.860142450443967,0.9795412952041455,0.430906870460553,0.9070455891059799,0.9890251775338929,0.9462631253860407,0.6046511627906976,0.14207650273224043,0.23008849557522124,0.8585902415448711,0.0010505700755625226
qwen2_5_vl_7b,xgboost,AE+s+n,train_f1,0.860142450443967,0.9795412952041455,0.430906870460553,0.9216533004318322,0.9644932214331827,0.9425867507886435,0.5045045045045045,0.30601092896174864,0.38095238095238093,0.8585902415448711,0.0010505700755625226
qwen3_vl_8b,xgboost,AE+s+n,fixed_0.5,0.8881132320117066,0.9734465066552636,0.6191408640138114,0.8848263254113345,0.9637594583831143,0.9226077011056043,0.6883561643835616,0.38953488372093026,0.4975247524752475,0.8822905314806068,0.002697343579208156
qwen3_vl_8b,xgboost,AE+s+n,train_f1,0.8881132320117066,0.9734465066552636,0.6191408640138114,0.9050535987748851,0.9414575866188769,0.9228967401912942,0.6457831325301204,0.5193798449612403,0.5757250268528464,0.8822905314806068,0.002697343579208156
llava_1_5_7b,xgboost,AE+s+kappa_vec,fixed_0.5,0.8954849803192785,0.9669396178227305,0.6998978829185719,0.8891518737672583,0.9249076733688962,0.9066773934030571,0.7004909983633388,0.6036671368124118,0.6484848484848484,0.8946669035722782,0.0007265369303508635
llava_1_5_7b,xgboost,AE+s+kappa_vec,train_f1,0.8954849803192785,0.9669396178227305,0.6998978829185719,0.890258449304175,0.9187525646286417,0.904281098546042,0.6862123613312203,0.610719322990127,0.6462686567164179,0.8946669035722782,0.0007265369303508635
internvl_2_5_8b,xgboost,AE+s+kappa_vec,fixed_0.5,0.8740487113209361,0.9730554041182711,0.5533259647212192,0.8802721088435375,0.9666334661354582,0.9214336577260859,0.6193181818181818,0.29222520107238603,0.3970856102003643,0.8682938042290177,0.0017500687023918095
internvl_2_5_8b,xgboost,AE+s+kappa_vec,train_f1,0.8740487113209361,0.9730554041182711,0.5533259647212192,0.8928404305100608,0.950199203187251,0.9206272617611581,0.5901639344262295,0.38605898123324395,0.46677471636953,0.8682938042290177,0.0017500687023918095
qwen2_5_vl_7b,xgboost,AE+s+kappa_vec,fixed_0.5,0.859119403669563,0.979632624764996,0.4427027479385474,0.9066193853427896,0.9903163331181407,0.9466214131440913,0.625,0.1366120218579235,0.2242152466367713,0.8579234972677595,0.0022797893637026144
qwen2_5_vl_7b,xgboost,AE+s+kappa_vec,train_f1,0.859119403669563,0.979632624764996,0.4427027479385474,0.9179331306990881,0.9748224661071659,0.9455228553537883,0.5517241379310345,0.26229508196721313,0.35555555555555557,0.8579234972677595,0.0022797893637026144
qwen3_vl_8b,xgboost,AE+s+kappa_vec,fixed_0.5,0.892827759408988,0.9756312074672239,0.6238453272604592,0.8838568298027758,0.9637594583831143,0.9220803962659554,0.6851211072664359,0.38372093023255816,0.4919254658385093,0.8875996005174134,0.00123915862389912
qwen3_vl_8b,xgboost,AE+s+kappa_vec,train_f1,0.892827759408988,0.9756312074672239,0.6238453272604592,0.900377358490566,0.9502190362405416,0.9246270102693277,0.6684350132625995,0.4883720930232558,0.5643896976483762,0.8875996005174134,0.00123915862389912
llava_1_5_7b,xgboost,AE+a,fixed_0.5,0.8929937094615047,0.9654501383482637,0.6942684939607767,0.8812035951543572,0.9253180139515799,0.9027221777421938,0.6899488926746167,0.5712270803949224,0.625,0.8923611251781857,0.0003802419983490443
llava_1_5_7b,xgboost,AE+a,train_f1,0.8929937094615047,0.9654501383482637,0.6942684939607767,0.8895116092874299,0.9117767747230201,0.9005065856129686,0.6682098765432098,0.610719322990127,0.6381724392041267,0.8923611251781857,0.0003802419983490443
internvl_2_5_8b,xgboost,AE+a,fixed_0.5,0.8516904232934215,0.9665247633938359,0.508441729348085,0.8804545454545455,0.9646414342629482,0.9206273764258555,0.6077348066298343,0.2949061662198391,0.3971119133574007,0.8473205035087531,0.001113289089265129
internvl_2_5_8b,xgboost,AE+a,train_f1,0.8516904232934215,0.9665247633938359,0.508441729348085,0.8991838694191071,0.9327689243027888,0.9156685406990955,0.5469798657718121,0.43699731903485256,0.4858420268256334,0.8473205035087531,0.001113289089265129
qwen2_5_vl_7b,xgboost,AE+a,fixed_0.5,0.8546321088521769,0.9783908087107551,0.43014815548398816,0.9053814311058546,0.9883795997417689,0.9450617283950618,0.5609756097560976,0.12568306010928962,0.20535714285714285,0.8529740675281426,0.0018236600753714829
qwen2_5_vl_7b,xgboost,AE+a,train_f1,0.8546321088521769,0.9783908087107551,0.43014815548398816,0.9239332096474954,0.9644932214331827,0.9437776373973468,0.5217391304347826,0.32786885245901637,0.40268456375838924,0.8529740675281426,0.0018236600753714829
