model,metric,label,layer,n_mentions,mean,q25,median,q75
qwen2_5_vl_7b,r_amp,REAL,1,7801,0.03009926434409693,0.022251620795274003,0.027965686441417226,0.03467180173474438
qwen2_5_vl_7b,r_amp,REAL,2,7801,0.10672741956540695,0.07626357391223798,0.1006670119324507,0.1338194904740847
qwen2_5_vl_7b,r_amp,REAL,3,7801,0.07769728458841663,0.05758763517986461,0.06952745347676559,0.0918969296135341
qwen2_5_vl_7b,r_amp,REAL,4,7801,0.06185315552689049,0.04948847113395777,0.057326512137296046,0.06812231763221227
qwen2_5_vl_7b,r_amp,REAL,5,7801,0.048252222656209785,0.03782706869897125,0.04435108635654095,0.053217010039329084
qwen2_5_vl_7b,r_amp,REAL,6,7801,0.04862479255585923,0.0408840525738965,0.046335218237459785,0.053903716632522684
qwen2_5_vl_7b,r_amp,REAL,7,7801,0.02392921658925108,0.017197342331037143,0.020805297973171776,0.02716345835873114
qwen2_5_vl_7b,r_amp,REAL,8,7801,0.026769846777610164,0.01912831025125055,0.023159466710753505,0.03009867506317327
qwen2_5_vl_7b,r_amp,REAL,9,7801,0.04254965026929209,0.03240336521684425,0.04009511146793908,0.049763903133494956
qwen2_5_vl_7b,r_amp,REAL,10,7801,0.05846544722222721,0.02497815929007421,0.04649369527334122,0.08112675237410137
qwen2_5_vl_7b,r_amp,REAL,11,7801,0.0481136814828591,0.037292949582161186,0.0444403725759379,0.05360210156689893
qwen2_5_vl_7b,r_amp,REAL,12,7801,0.04029569114835461,0.032720982153456805,0.038476087770970134,0.04554083426967538
qwen2_5_vl_7b,r_amp,REAL,13,7801,0.03601679137461829,0.028357495102869,0.03333911196339939,0.040575561983878745
qwen2_5_vl_7b,r_amp,REAL,14,7801,0.031691803237688304,0.02526015069091798,0.02981698142573538,0.03616029684362915
qwen2_5_vl_7b,r_amp,REAL,15,7801,0.04238224154462496,0.03168755958186263,0.03998927940853053,0.04996913439357008
qwen2_5_vl_7b,r_amp,REAL,16,7801,0.04251320275550505,0.03340191012174769,0.039946845010614594,0.0484294969389563
qwen2_5_vl_7b,r_amp,REAL,17,7801,0.03990525785357826,0.03194316322071472,0.03814353896265511,0.045902697047034514
qwen2_5_vl_7b,r_amp,REAL,18,7801,0.035415405186108126,0.02968951783905653,0.03396753522266219,0.03919733893645659
qwen2_5_vl_7b,r_amp,REAL,19,7801,0.03443621379828704,0.02634152333613121,0.030968861006190257,0.038456499692530524
