model,scale,source,label,layer,n,mean,median,q25,q75
llava_1_5_7b,raw,prompt,0,4,3487,0.5501659754562214,0.5437725186347961,0.5151402652263641,0.5796339511871338
llava_1_5_7b,raw,prompt,0,5,3487,0.8809425822636238,0.8726807832717896,0.8283132314682007,0.9277153015136719
llava_1_5_7b,raw,prompt,0,6,3487,1.055302850421329,1.0413881540298462,0.9796289205551147,1.1221762299537659
llava_1_5_7b,raw,prompt,0,7,3487,1.6341007035818558,1.5407105684280396,1.4362573623657227,1.715189516544342
llava_1_5_7b,raw,prompt,0,8,3487,1.3983310691463184,1.3762691020965576,1.293523132801056,1.4789554476737976
llava_1_5_7b,raw,prompt,0,9,3487,1.9522211638158804,1.9223005771636963,1.7196248769760132,2.148656129837036
llava_1_5_7b,raw,prompt,0,10,3487,1.5865576706371576,1.5548444986343384,1.4397846460342407,1.7081799507141113
llava_1_5_7b,raw,prompt,0,11,3487,1.6718894659122492,1.674866795539856,1.5110744833946228,1.8174430131912231
llava_1_5_7b,raw,prompt,0,12,3487,1.537002219369564,1.5179166793823242,1.3962295055389404,1.6499149799346924
llava_1_5_7b,raw,prompt,0,13,3487,1.3161898113814952,1.3026854991912842,1.2136158347129822,1.3971897959709167
llava_1_5_7b,raw,prompt,0,14,3487,1.7174476502719087,1.7070376873016357,1.5973159670829773,1.8112784028053284
llava_1_5_7b,raw,prompt,0,15,3487,1.3281462436458051,1.2952775955200195,1.1832815408706665,1.4375033378601074
llava_1_5_7b,raw,prompt,0,16,3487,1.8102242815005667,1.8187322616577148,1.6161595582962036,2.0072296857833862
llava_1_5_7b,raw,prompt,0,17,3487,1.4809732247739047,1.4758856296539307,1.362510085105896,1.5848220586776733
llava_1_5_7b,raw,prompt,0,18,3487,1.1957968791542404,1.1818429231643677,1.1048667430877686,1.2798277139663696
llava_1_5_7b,raw,prompt,0,19,3487,1.1359077938689452,1.1132110357284546,1.060245931148529,1.1835893988609314
llava_1_5_7b,raw,prompt,0,20,3487,0.7524450743372747,0.7153676152229309,0.659080982208252,0.7983048558235168
llava_1_5_7b,raw,prompt,0,21,3487,0.8979536815772673,0.8620321750640869,0.8090398609638214,0.939727783203125
llava_1_5_7b,raw,prompt,0,22,3487,0.6913067285331506,0.682084858417511,0.6359115839004517,0.7376306354999542
llava_1_5_7b,raw,prompt,0,23,3487,0.6214332888503795,0.6087124943733215,0.5766316652297974,0.650536298751831
llava_1_5_7b,raw,prompt,0,24,3487,0.44327792898781976,0.4302617609500885,0.4074634909629822,0.4650641977787018
llava_1_5_7b,raw,prompt,0,25,3487,0.5067508306395949,0.4666139781475067,0.4254566431045532,0.5403752028942108
llava_1_5_7b,raw,prompt,0,26,3487,0.8469985900582986,0.8421354293823242,0.8058452010154724,0.8803099393844604
llava_1_5_7b,raw,prompt,0,27,3487,0.4659238123076674,0.4457983076572418,0.4116647392511368,0.49183598160743713
llava_1_5_7b,raw,prompt,0,28,3487,0.6562819590208214,0.6594356894493103,0.6189425885677338,0.6927861869335175
llava_1_5_7b,raw,prompt,0,29,3487,1.2674135387131844,1.2743264436721802,1.139630138874054,1.3730691075325012
llava_1_5_7b,raw,prompt,0,30,3487,0.7819039782309963,0.7558959722518921,0.715636283159256,0.8116517663002014
llava_1_5_7b,raw,prompt,0,31,3487,1.8243030833760407,1.789847493171692,1.7196746468544006,1.8804044127464294
llava_1_5_7b,raw,prompt,0,32,3487,3.68228947644525,3.323512554168701,2.852047562599182,4.147232532501221
llava_1_5_7b,raw,prompt,1,1,11976,0.12056426864422848,0.09653696790337563,0.05227741878479719,0.17249079048633575
llava_1_5_7b,raw,prompt,1,2,11976,0.5850304760904852,0.5543037354946136,0.47022103518247604,0.6731324642896652
llava_1_5_7b,raw,prompt,1,3,11976,0.39487837073837984,0.38532960414886475,0.3499329462647438,0.42945902049541473
llava_1_5_7b,raw,prompt,1,4,11976,0.5788187100418265,0.5743013918399811,0.5307274907827377,0.6248822063207626
llava_1_5_7b,raw,prompt,1,5,11976,0.9719180574636899,0.9383579790592194,0.8651318401098251,1.011473536491394
llava_1_5_7b,raw,prompt,1,6,11976,1.2049033189106562,1.1641556024551392,1.0464942455291748,1.3085648119449615
llava_1_5_7b,raw,prompt,1,7,11976,1.8552821960422143,1.6293785572052002,1.4892831444740295,1.9051611721515656
llava_1_5_7b,raw,prompt,1,8,11976,1.515620719962464,1.483102798461914,1.364806741476059,1.629745364189148
llava_1_5_7b,raw,prompt,1,9,11976,2.1652111738880397,2.1035996675491333,1.8857766687870026,2.371600031852722
llava_1_5_7b,raw,prompt,1,10,11976,1.809173969413809,1.717619240283966,1.5437866151332855,1.9350923895835876
llava_1_5_7b,raw,prompt,1,11,11976,1.8349327445129753,1.8011301755905151,1.612222284078598,2.0501043796539307
llava_1_5_7b,raw,prompt,1,12,11976,1.8382134990805217,1.7733089923858643,1.539630651473999,2.1047379970550537
llava_1_5_7b,raw,prompt,1,13,11976,1.5406245403165968,1.474626064300537,1.3222037851810455,1.69989612698555
llava_1_5_7b,raw,prompt,1,14,11976,1.911483207333064,1.8342841863632202,1.6651136875152588,2.0811610221862793
llava_1_5_7b,raw,prompt,1,15,11976,1.656739699184576,1.540325939655304,1.2775593400001526,1.8897747695446014
llava_1_5_7b,raw,prompt,1,16,11976,1.8477274272976594,1.787723183631897,1.588680922985077,2.073604643344879
llava_1_5_7b,raw,prompt,1,17,11976,1.6186689968826218,1.5374268293380737,1.3765662014484406,1.7647055685520172
llava_1_5_7b,raw,prompt,1,18,11976,1.3483267631643043,1.2802067399024963,1.1582426726818085,1.4584742784500122
llava_1_5_7b,raw,prompt,1,19,11976,1.4448669981622027,1.2703794836997986,1.150748759508133,1.4645907878875732
llava_1_5_7b,raw,prompt,1,20,11976,1.0215224322222756,0.9365593194961548,0.788544088602066,1.1630777418613434
llava_1_5_7b,raw,prompt,1,21,11976,1.1656986650977839,1.0770986080169678,0.9170989543199539,1.3356900811195374
llava_1_5_7b,raw,prompt,1,22,11976,0.7801640522041039,0.7586706876754761,0.6823716014623642,0.8481576591730118
llava_1_5_7b,raw,prompt,1,23,11976,0.7245591949788467,0.6967810988426208,0.6149983406066895,0.8033879995346069
llava_1_5_7b,raw,prompt,1,24,11976,0.4927933239014091,0.48176029324531555,0.4272487759590149,0.5429367870092392
llava_1_5_7b,raw,prompt,1,25,11976,0.7733199818902161,0.7451601028442383,0.5431744754314423,0.9684015512466431
llava_1_5_7b,raw,prompt,1,26,11976,0.8948577869193269,0.8918978869915009,0.8362966328859329,0.9527335166931152
llava_1_5_7b,raw,prompt,1,27,11976,0.720750313471199,0.6150023639202118,0.495907299220562,0.8495539426803589
llava_1_5_7b,raw,prompt,1,28,11976,0.7047969152007448,0.7026830911636353,0.6545449495315552,0.7508389949798584
llava_1_5_7b,raw,prompt,1,29,11976,1.420746878894393,1.3664876818656921,1.1909575164318085,1.5771056413650513
llava_1_5_7b,raw,prompt,1,30,11976,0.9616289047913784,0.9073508679866791,0.7911549359560013,1.0854626595973969
llava_1_5_7b,raw,prompt,1,31,11976,2.024471952595469,1.957386076450348,1.7954215109348297,2.210677683353424
llava_1_5_7b,raw,prompt,1,32,11976,5.373181228308814,5.087465286254883,4.045008063316345,6.319197297096252
llava_1_5_7b,raw,generation,0,1,3487,0.6375963029844015,0.6619216203689575,0.5877916216850281,0.7117369174957275
llava_1_5_7b,raw,generation,0,2,3487,1.4073176137314576,1.4013952016830444,1.2489786744117737,1.5039061307907104
llava_1_5_7b,raw,generation,0,3,3487,1.7027338083746921,1.665872573852539,1.3880819082260132,1.9576812386512756
llava_1_5_7b,raw,generation,0,4,3487,1.7482170701317503,1.7129676342010498,1.2651504874229431,2.1637392044067383
llava_1_5_7b,raw,generation,0,5,3487,2.2300928515043714,2.2465243339538574,1.760151982307434,2.5750898122787476
llava_1_5_7b,raw,generation,0,6,3487,2.8538881442695216,2.7835257053375244,2.462508797645569,3.212867021560669
llava_1_5_7b,raw,generation,0,7,3487,3.1999093674984365,3.1968891620635986,2.6879156827926636,3.697709560394287
llava_1_5_7b,raw,generation,0,8,3487,3.262819681326229,3.2514874935150146,2.7907131910324097,3.729398250579834
llava_1_5_7b,raw,generation,0,9,3487,4.235652959445913,4.196758270263672,3.710114002227783,4.752514839172363
llava_1_5_7b,raw,generation,0,10,3487,4.333427165653359,4.346250057220459,3.5918080806732178,5.0895676612854
llava_1_5_7b,raw,generation,0,11,3487,5.84464944437988,5.961678504943848,5.322689533233643,6.476881742477417
llava_1_5_7b,raw,generation,0,12,3487,5.373602151289552,5.652678966522217,4.748607873916626,6.265448570251465
llava_1_5_7b,raw,generation,0,13,3487,5.8087907858280525,5.95504903793335,4.90889573097229,6.843521595001221
llava_1_5_7b,raw,generation,0,14,3487,5.266982285279683,5.441040992736816,4.594628095626831,6.08338475227356
llava_1_5_7b,raw,generation,0,15,3487,5.851640739617322,6.038705825805664,5.189842700958252,6.660226821899414
llava_1_5_7b,raw,generation,0,16,3487,6.98831177622738,7.290764331817627,6.311879873275757,7.943483591079712
llava_1_5_7b,raw,generation,0,17,3487,6.7366758011322085,6.672251224517822,5.944590330123901,7.501449823379517
llava_1_5_7b,raw,generation,0,18,3487,3.8400080854584364,3.8283140659332275,3.3464733362197876,4.289467096328735
llava_1_5_7b,raw,generation,0,19,3487,3.885308351836712,3.8441450595855713,3.492599368095398,4.233487606048584
llava_1_5_7b,raw,generation,0,20,3487,4.655436037227422,4.7701616287231445,4.138445854187012,5.269244194030762
llava_1_5_7b,raw,generation,0,21,3487,3.7688744791196074,3.606235980987549,3.125414729118347,4.239659547805786
llava_1_5_7b,raw,generation,0,22,3487,1.9031681277953967,1.8842744827270508,1.432076632976532,2.3235394954681396
llava_1_5_7b,raw,generation,0,23,3487,3.5962806926404025,3.634309768676758,3.1208831071853638,4.136975049972534
llava_1_5_7b,raw,generation,0,24,3487,2.8772804070961726,2.803995132446289,2.240755319595337,3.4128236770629883
llava_1_5_7b,raw,generation,0,25,3487,1.6841073296953486,1.5580449104309082,1.2306238412857056,2.0038408041000366
llava_1_5_7b,raw,generation,0,26,3487,0.9346041700578126,0.8855525851249695,0.6511256098747253,1.162051022052765
llava_1_5_7b,raw,generation,0,27,3487,3.30060374152192,3.302927255630493,2.5970253944396973,3.969409704208374
llava_1_5_7b,raw,generation,0,28,3487,1.6530864107248124,1.6037698984146118,1.2282516956329346,1.9738743901252747
llava_1_5_7b,raw,generation,0,29,3487,1.723943538196729,1.625744104385376,1.3309911489486694,2.0033706426620483
llava_1_5_7b,raw,generation,0,30,3487,2.868962784807628,2.83738112449646,2.1483017206192017,3.506654143333435
llava_1_5_7b,raw,generation,0,31,3487,5.483934169243631,6.0191802978515625,3.378764033317566,7.412771701812744
llava_1_5_7b,raw,generation,0,32,3487,14.492547344812733,14.177495002746582,11.46496295928955,17.01876163482666
llava_1_5_7b,raw,generation,1,1,11976,0.4609948358471762,0.45562630891799927,0.2980792671442032,0.5973782986402512
llava_1_5_7b,raw,generation,1,2,11976,1.1373715843773915,1.060374140739441,0.846726804971695,1.3759129047393799
llava_1_5_7b,raw,generation,1,3,11976,1.7095776984471835,1.5856583714485168,1.3763848841190338,1.9286856353282928
llava_1_5_7b,raw,generation,1,4,11976,1.4412836947875893,1.4035276770591736,1.0736631453037262,1.77298042178154
llava_1_5_7b,raw,generation,1,5,11976,1.941893448168505,1.8817514181137085,1.4469892382621765,2.3573933839797974
llava_1_5_7b,raw,generation,1,6,11976,2.2152990937959616,2.1912955045700073,1.644150197505951,2.6584270000457764
llava_1_5_7b,raw,generation,1,7,11976,2.1719102940696953,2.2354661226272583,1.132202684879303,2.9096102118492126
llava_1_5_7b,raw,generation,1,8,11976,2.425367294622208,2.325532078742981,1.6440441310405731,3.01550829410553
llava_1_5_7b,raw,generation,1,9,11976,2.9693373324885797,2.952480912208557,1.7434306740760803,3.8698038458824158
llava_1_5_7b,raw,generation,1,10,11976,3.1482346615018093,3.0137715339660645,2.124516546726227,3.9803857803344727
llava_1_5_7b,raw,generation,1,11,11976,4.407918981824546,4.342460632324219,2.9316227436065674,5.590109944343567
llava_1_5_7b,raw,generation,1,12,11976,3.6174836192795174,3.340341806411743,2.2155324816703796,4.933813095092773
llava_1_5_7b,raw,generation,1,13,11976,3.7956564410346383,3.5367244482040405,2.1862696409225464,5.186959981918335
llava_1_5_7b,raw,generation,1,14,11976,3.7429931049316663,3.527844548225403,2.3055193424224854,5.043278694152832
llava_1_5_7b,raw,generation,1,15,11976,4.376718907214517,4.037594318389893,2.8274459838867188,5.7591482400894165
llava_1_5_7b,raw,generation,1,16,11976,5.115992812411181,4.833539724349976,3.3887975215911865,6.664252042770386
llava_1_5_7b,raw,generation,1,17,11976,5.167371952571547,5.190372705459595,3.5457326769828796,6.452091217041016
llava_1_5_7b,raw,generation,1,18,11976,3.049326638684284,2.9620673656463623,2.1598745584487915,3.6988112330436707
llava_1_5_7b,raw,generation,1,19,11976,3.2490276855851463,3.181975841522217,2.5499945282936096,3.814814329147339
llava_1_5_7b,raw,generation,1,20,11976,3.6174538727892025,3.3912220001220703,2.598198175430298,4.532949686050415
llava_1_5_7b,raw,generation,1,21,11976,3.2136999363292436,3.1624951362609863,2.2023585438728333,4.028040051460266
llava_1_5_7b,raw,generation,1,22,11976,1.5106131626814405,1.3856205344200134,0.8044015616178513,2.0605615377426147
llava_1_5_7b,raw,generation,1,23,11976,2.826064854880214,2.7156994342803955,2.1015588641166687,3.473666548728943
llava_1_5_7b,raw,generation,1,24,11976,2.0949755447456937,1.9066219329833984,1.2389355599880219,2.6935293078422546
llava_1_5_7b,raw,generation,1,25,11976,1.3281581932747253,1.1270148754119873,0.7319110631942749,1.6950577199459076
llava_1_5_7b,raw,generation,1,26,11976,0.8639763431177514,0.7211975455284119,0.38169652968645096,1.1745280027389526
llava_1_5_7b,raw,generation,1,27,11976,2.2447765673459092,2.032192826271057,1.3296769857406616,2.953477144241333
llava_1_5_7b,raw,generation,1,28,11976,1.1365842374655093,1.0186753273010254,0.5360795855522156,1.5975524485111237
llava_1_5_7b,raw,generation,1,29,11976,1.577776649447983,1.4966789484024048,1.1646477282047272,1.879090428352356
llava_1_5_7b,raw,generation,1,30,11976,1.8876263272756326,1.6724348068237305,1.0703390538692474,2.464690387248993
llava_1_5_7b,raw,generation,1,31,11976,3.598688351496825,3.2899630069732666,1.9946191608905792,4.574786424636841
llava_1_5_7b,raw,generation,1,32,11976,10.788312174693377,9.625665187835693,7.005078554153442,13.42429232597351
llava_1_5_7b,raw,visual,0,1,3487,0.35042925731548447,0.308822900056839,0.2690332680940628,0.39314591884613037
llava_1_5_7b,raw,visual,0,2,3487,0.44663971427487276,0.4423486888408661,0.415948286652565,0.472163662314415
llava_1_5_7b,raw,visual,0,3,3487,0.27369596861069956,0.26988205313682556,0.23787591606378555,0.304120272397995
llava_1_5_7b,raw,visual,0,4,3487,0.21906053770150843,0.20441403985023499,0.17430362850427628,0.24194224923849106
llava_1_5_7b,raw,visual,0,5,3487,0.2612371087749469,0.2378646731376648,0.19452279061079025,0.2932255417108536
llava_1_5_7b,raw,visual,0,6,3487,0.32844067887988787,0.27221035957336426,0.22529496997594833,0.3426930457353592
llava_1_5_7b,raw,visual,0,7,3487,0.4573874758689493,0.3335338532924652,0.2628902196884155,0.45041777193546295
llava_1_5_7b,raw,visual,0,8,3487,0.4931129102301625,0.3902590274810791,0.29855605959892273,0.5441781580448151
llava_1_5_7b,raw,visual,0,9,3487,0.5828891443636174,0.4645003080368042,0.3538927137851715,0.6329999566078186
llava_1_5_7b,raw,visual,0,10,3487,0.760092067359972,0.631787896156311,0.46781517565250397,0.9012275338172913
llava_1_5_7b,raw,visual,0,11,3487,1.154479579150181,1.002092957496643,0.7179560959339142,1.4281450510025024
llava_1_5_7b,raw,visual,0,12,3487,2.6456825033466966,2.518454074859619,2.0045779943466187,3.1281356811523438
llava_1_5_7b,raw,visual,0,13,3487,1.3934103998424743,1.3059457540512085,0.9608523845672607,1.7189176082611084
llava_1_5_7b,raw,visual,0,14,3487,1.9516645278669478,1.9665439128875732,1.498566210269928,2.412846565246582
llava_1_5_7b,raw,visual,0,15,3487,2.8707218770784944,2.7471213340759277,1.9358646869659424,3.648285746574402
llava_1_5_7b,raw,visual,0,16,3487,1.9754732878280978,1.9658557176589966,1.5049155354499817,2.428792715072632
llava_1_5_7b,raw,visual,0,17,3487,1.8037965603328756,1.6869899034500122,1.298961579799652,2.1452975273132324
llava_1_5_7b,raw,visual,0,18,3487,2.9237368753655852,2.9125688076019287,2.2714544534683228,3.61520254611969
llava_1_5_7b,raw,visual,0,19,3487,2.338890179053722,2.332063913345337,1.8641901016235352,2.812371850013733
llava_1_5_7b,raw,visual,0,20,3487,3.2858873348429922,3.4834470748901367,2.7313568592071533,4.055946350097656
llava_1_5_7b,raw,visual,0,21,3487,4.815052047166744,5.133770942687988,4.2026526927948,5.875766277313232
llava_1_5_7b,raw,visual,0,22,3487,3.6421333327761243,3.9044933319091797,2.9199392795562744,4.65230131149292
llava_1_5_7b,raw,visual,0,23,3487,3.644556414155417,3.8773651123046875,3.2002254724502563,4.427876710891724
llava_1_5_7b,raw,visual,0,24,3487,1.7924554046592776,1.8628053665161133,1.4908980131149292,2.1898977756500244
llava_1_5_7b,raw,visual,0,25,3487,3.914112115809269,4.128757476806641,3.2000935077667236,4.869106769561768
llava_1_5_7b,raw,visual,0,26,3487,2.13178733650596,2.168360471725464,1.6415388584136963,2.638121485710144
llava_1_5_7b,raw,visual,0,27,3487,3.0459757812571175,3.202268123626709,2.512820243835449,3.719088912010193
llava_1_5_7b,raw,visual,0,28,3487,0.2936903318763634,0.2593839764595032,0.212279312312603,0.3237382471561432
llava_1_5_7b,raw,visual,0,29,3487,1.4293777790804083,1.4113125801086426,1.0800093412399292,1.762296736240387
llava_1_5_7b,raw,visual,0,30,3487,2.0199606119560793,2.008044481277466,1.600975751876831,2.454820156097412
llava_1_5_7b,raw,visual,0,31,3487,0.8494445291586308,0.8131896257400513,0.6720772087574005,0.9860058128833771
llava_1_5_7b,raw,visual,0,32,3487,8.832428559075463,8.499676704406738,7.688830137252808,9.497296333312988
llava_1_5_7b,raw,visual,1,1,11976,0.5414691767459343,0.5466131567955017,0.37312254309654236,0.6825274527072906
llava_1_5_7b,raw,visual,1,2,11976,0.4805043579471772,0.4795621782541275,0.44190818071365356,0.5185332745313644
llava_1_5_7b,raw,visual,1,3,11976,0.28492200947456864,0.2771352529525757,0.2374011166393757,0.3233504742383957
llava_1_5_7b,raw,visual,1,4,11976,0.31938773811326354,0.27701666951179504,0.21119875460863113,0.3940423056483269
llava_1_5_7b,raw,visual,1,5,11976,0.3978583353752632,0.34274861216545105,0.24771523848176003,0.4826507568359375
llava_1_5_7b,raw,visual,1,6,11976,0.5676055959623081,0.46773694455623627,0.2899553030729294,0.713028609752655
llava_1_5_7b,raw,visual,1,7,11976,1.1055662555485695,0.8965086042881012,0.3900504857301712,1.6259023249149323
llava_1_5_7b,raw,visual,1,8,11976,1.0624795503144164,0.9184361100196838,0.43490276485681534,1.568470537662506
llava_1_5_7b,raw,visual,1,9,11976,1.2247406413452668,1.0363101363182068,0.5368008762598038,1.6140415370464325
llava_1_5_7b,raw,visual,1,10,11976,1.4510549526224903,1.4234923720359802,0.7707013338804245,2.0298757553100586
llava_1_5_7b,raw,visual,1,11,11976,2.116721973920573,2.1660706996917725,1.293271005153656,2.8784037828445435
llava_1_5_7b,raw,visual,1,12,11976,3.3106763574979707,3.0852991342544556,2.369790554046631,4.032812714576721
llava_1_5_7b,raw,visual,1,13,11976,2.1438861828902085,2.0381903648376465,1.4004787504673004,2.859526038169861
llava_1_5_7b,raw,visual,1,14,11976,2.1439254883995296,2.1098873615264893,1.4958540797233582,2.7223238348960876
llava_1_5_7b,raw,visual,1,15,11976,3.8273777195918774,3.8613312244415283,2.6043620109558105,5.063594818115234
llava_1_5_7b,raw,visual,1,16,11976,2.5939939460302184,2.667795181274414,1.909571647644043,3.3201306462287903
llava_1_5_7b,raw,visual,1,17,11976,2.9897180052988017,2.9035139083862305,1.6656962633132935,4.244838237762451
