feature_set,ae_variant,seed,threshold_rule,threshold,auroc,real_aupr,real_precision,real_recall,real_f1,hall_aupr,hall_precision,hall_recall,hall_f1
B,top32,45,fixed_0.5,0.5,0.8680619018157426,0.9570959515213147,0.8749003984063745,0.9011079195732458,0.8878107944208611,0.6299944339957644,0.6210691823899371,0.5571227080394923,0.587360594795539
B,top32,45,train_f1,0.46954745054244995,0.8680619018157426,0.9570959515213147,0.8648960739030023,0.9220352892901108,0.8925521350546177,0.6299944339957644,0.6532846715328468,0.5049365303244006,0.569610182975338
B,full,43,fixed_0.5,0.5,0.8739577262385891,0.9595500146492009,0.8968287526427061,0.8703323758719738,0.8833819241982507,0.642867914546817,0.5953905249679897,0.6558533145275035,0.6241610738255033
B,full,43,train_f1,0.41424378752708435,0.8739577262385891,0.9595500146492009,0.8589306029579067,0.9294214197784161,0.8927867560110366,0.642867914546817,0.6620825147347741,0.47531734837799716,0.5533661740558292
B,full,44,fixed_0.5,0.5,0.8728939660256516,0.958987347271111,0.864938080495356,0.9171112022979072,0.8902609042023502,0.6463518977707219,0.6405693950177936,0.5077574047954866,0.5664830841856806
B,full,44,train_f1,0.497261106967926,0.8728939660256516,0.958987347271111,0.8647604327666152,0.9183422240459581,0.8907462686567165,0.6463518977707219,0.6433691756272402,0.5063469675599436,0.5666929755327546
B,full,45,fixed_0.5,0.5,0.8715037853774062,0.9586900031499268,0.898804440649018,0.8637669265490358,0.880937434609751,0.6475795966401747,0.5870646766169154,0.6657263751763046,0.6239259748843358
B,full,45,train_f1,0.39976072311401367,0.8715037853774062,0.9586900031499268,0.8509847640282423,0.9396799343455068,0.8931357254290172,0.6475795966401747,0.676923076923077,0.43441466854724964,0.5292096219931272
F,top32,43,fixed_0.5,0.5,0.8954204486197451,0.9669935170399402,0.901039501039501,0.8892080426754206,0.8950846757538208,0.7046875728801412,0.6356275303643725,0.6643159379407616,0.6496551724137931
F,top32,43,train_f1,0.48671427369117737,0.8954204486197451,0.9669935170399402,0.8968775677896467,0.8957734919983587,0.8963251898994047,0.7046875728801412,0.6432584269662921,0.6459802538787024,0.6446164672765659
F,top32,44,fixed_0.5,0.5,0.8954580679961547,0.9673608891998949,0.8888888888888888,0.9027492819039803,0.8957654723127035,0.6935106669062208,0.646795827123696,0.61212976022567,0.6289855072463768
F,top32,44,train_f1,0.5004407167434692,0.8954580679961547,0.9673608891998949,0.8888888888888888,0.9027492819039803,0.8957654723127035,0.6935106669062208,0.646795827123696,0.61212976022567,0.6289855072463768
F,top32,45,fixed_0.5,0.5,0.8947048123285063,0.9674534826183059,0.9072681704260651,0.8912597455888387,0.8991927137238667,0.6907309350038447,0.6476063829787234,0.68688293370945,0.6666666666666666
F,top32,45,train_f1,0.42238038778305054,0.8947048123285063,0.9674534826183059,0.8862370723945903,0.9142388182191219,0.9000201979398101,0.6907309350038447,0.6693037974683544,0.5966149506346967,0.6308724832214765
F,full,43,fixed_0.5,0.5,0.8979930352065275,0.9676446832392215,0.9010717230008244,0.8970045137464095,0.8990335184042771,0.7107458831893558,0.6513888888888889,0.6614950634696756,0.6564030790762772
F,full,43,train_f1,0.4859384596347809,0.8979930352065275,0.9676446832392215,0.8975091874234381,0.901928600738613,0.8997134670487106,0.7107458831893558,0.6571018651362984,0.6459802538787024,0.65149359886202
