model,scope,signal,layer,paired_images,hall_minus_real,ci95_low,ci95_high
qwen3_vl_8b,all,kP,24,1731,0.0888226330280304,0.08470333144068717,0.09314189869910479
qwen3_vl_8b,all,kP,25,1731,0.0725298821926117,0.06823116783052682,0.07687317058444024
qwen3_vl_8b,all,kP,26,1731,0.07733792811632156,0.07335924338549375,0.08126490097492932
qwen3_vl_8b,all,kP,27,1731,0.028754722326993942,0.026198927778750658,0.031202858919277786
qwen3_vl_8b,all,kP,28,1731,0.03701024502515793,0.034598963987082246,0.039325449243187906
qwen3_vl_8b,all,kP,29,1731,0.07047808915376663,0.06697792802006006,0.07392149828374385
qwen3_vl_8b,all,kP,30,1731,0.02860117144882679,0.026505600940436125,0.030532132554799314
qwen3_vl_8b,all,kP,31,1731,0.046711668372154236,0.0441417052410543,0.049288573954254386
qwen3_vl_8b,all,kP,32,1731,0.035803262144327164,0.03350073220208287,0.03805645033717155
qwen3_vl_8b,all,kP,33,1731,0.06065195053815842,0.05710066966712475,0.06440147571265696
qwen3_vl_8b,all,kP,34,1731,0.02091776579618454,0.019341892655938865,0.022423594910651445
qwen3_vl_8b,all,kP,35,1731,0.020374422892928123,0.018922908045351506,0.02189291105605662
qwen3_vl_8b,all,kP,36,1731,-0.009871724992990494,-0.01112878832500428,-0.00866901483386755
qwen3_vl_8b,all,kVP,1,1731,0.013481851667165756,0.009453560737892986,0.017534273257479072
qwen3_vl_8b,all,kVP,2,1731,-0.0051053306087851524,-0.009996380913071335,-0.0005898130155401319
qwen3_vl_8b,all,kVP,3,1731,-0.006709727458655834,-0.010318104946054518,-0.002895477396668867
qwen3_vl_8b,all,kVP,4,1731,0.019019458442926407,0.01554616317152977,0.022291686804965138
qwen3_vl_8b,all,kVP,5,1731,0.0071488781832158566,0.0042226083343848584,0.01006540583912283
qwen3_vl_8b,all,kVP,6,1731,0.05979200080037117,0.05543766943737864,0.06420926190912724
