model,split,metric,source,label,layer,n,mean,median,q25,q75
llava_1_5_7b,train,fraction,visual,1,13,9539,0.14789955240934324,0.14092211122092296,0.09565390768429133,0.201911154999539
llava_1_5_7b,train,fraction,visual,1,14,9539,0.13585324466644577,0.13460223839250748,0.09679082904881925,0.17264879345452805
llava_1_5_7b,train,fraction,visual,1,15,9539,0.20685021724623434,0.21265957103587133,0.14888414476756537,0.2714234240095258
llava_1_5_7b,train,fraction,visual,1,16,9539,0.13398776463555284,0.13762935763644651,0.09641575596114155,0.1745949844334053
llava_1_5_7b,train,fraction,visual,1,17,9539,0.14925674306662323,0.14554873177551428,0.08347921921493281,0.21307389988439795
llava_1_5_7b,train,fraction,visual,1,18,9539,0.17393967569033056,0.17847007862827238,0.12992301912349166,0.2213710626229562
llava_1_5_7b,train,fraction,visual,1,19,9539,0.14297631309195769,0.14358035401447208,0.09908591274758194,0.18873944592857342
llava_1_5_7b,train,fraction,visual,1,20,9539,0.15723283733765872,0.16547523654072202,0.11673337997562225,0.2022373123454381
llava_1_5_7b,train,fraction,visual,1,21,9539,0.19557039820469643,0.20640032164832273,0.15078518263979124,0.24804343521336558
llava_1_5_7b,train,fraction,visual,1,22,9539,0.13356864038645744,0.1350141134296493,0.08949697974188006,0.17682148732422812
llava_1_5_7b,train,fraction,visual,1,23,9539,0.1211420356277218,0.12284724862573547,0.08497652933324003,0.15623233016291255
llava_1_5_7b,train,fraction,visual,1,24,9539,0.05963657702793531,0.05921293380446568,0.039071441627400075,0.07910633805166213
llava_1_5_7b,train,fraction,visual,1,25,9539,0.12680604921190708,0.1257537226287395,0.08828250784890607,0.16327487948539804
llava_1_5_7b,train,fraction,visual,1,26,9539,0.07427705086485414,0.07285015224209596,0.04962814336986836,0.09487128827662247
llava_1_5_7b,train,fraction,visual,1,27,9539,0.10208440770853072,0.10412962542639703,0.07085191997149926,0.1313526195283367
llava_1_5_7b,train,fraction,visual,1,28,9539,0.015318004876878883,0.012747149034102189,0.009618008954766725,0.017612913484726305
llava_1_5_7b,train,fraction,visual,1,29,9539,0.05111442560947256,0.04618626412988944,0.03252000948643524,0.06229377773413208
llava_1_5_7b,train,fraction,visual,1,30,9539,0.06749816200087386,0.0657306443749957,0.049161153167016663,0.08383661455612487
llava_1_5_7b,train,fraction,visual,1,31,9539,0.0226394960683131,0.020981859310075377,0.015692906805781698,0.027740173871909222
llava_1_5_7b,train,fraction,visual,1,32,9539,0.07804279170440084,0.07520498106126193,0.06671268700446273,0.08467286577459243
qwen3_vl_8b,train,fraction,prompt,0,1,2077,0.007459003342062451,0.004341003383538773,0.0027219844742319855,0.008007362221694174
qwen3_vl_8b,train,fraction,prompt,0,2,2077,0.08755319283303309,0.07570833011671987,0.0532643374756263,0.10828526761993829
qwen3_vl_8b,train,fraction,prompt,0,3,2077,0.08249393176231634,0.06856374808603612,0.053506555252323854,0.09587133649687313
qwen3_vl_8b,train,fraction,prompt,0,4,2077,0.11699546485303505,0.10681806334693686,0.08775401459101694,0.1315769000562137
qwen3_vl_8b,train,fraction,prompt,0,5,2077,0.07747702906019407,0.07000578765902708,0.05700474636196549,0.08911221089444679
qwen3_vl_8b,train,fraction,prompt,0,6,2077,0.06372333241570055,0.05668416147145921,0.047373089700015546,0.07132634205697726
qwen3_vl_8b,train,fraction,prompt,0,7,2077,0.03286421243196967,0.028406063398447163,0.02217248727990796,0.03824834440159181
qwen3_vl_8b,train,fraction,prompt,0,8,2077,0.060792822920572184,0.057704969668468296,0.050862113385603785,0.06691618828783275
qwen3_vl_8b,train,fraction,prompt,0,9,2077,0.07454811947184793,0.07146013648996642,0.06317593886270366,0.08089645321476625
qwen3_vl_8b,train,fraction,prompt,0,10,2077,0.07066394186266467,0.06693102881989331,0.05672643769338463,0.08123694663819159
qwen3_vl_8b,train,fraction,prompt,0,11,2077,0.09568440210045898,0.09398282599901846,0.08413162591332933,0.10539051206923386
qwen3_vl_8b,train,fraction,prompt,0,12,2077,0.07305991619491031,0.07112208295747083,0.06260178148575389,0.08181057908787279
qwen3_vl_8b,train,fraction,prompt,0,13,2077,0.0901515791446574,0.08970599650817836,0.0811415519355931,0.09838639395602791
qwen3_vl_8b,train,fraction,prompt,0,14,2077,0.058633614251811336,0.05680787245627283,0.047957945188175595,0.06679228563979094
qwen3_vl_8b,train,fraction,prompt,0,15,2077,0.06820931399646622,0.06672308151277753,0.058912527006445316,0.07529142401961567
qwen3_vl_8b,train,fraction,prompt,0,16,2077,0.062215084589160995,0.060393988325564446,0.052376465358242336,0.06935277672347295
qwen3_vl_8b,train,fraction,prompt,0,17,2077,0.08369961794007873,0.08178052561350527,0.07199213756195712,0.09261226408912589
qwen3_vl_8b,train,fraction,prompt,0,18,2077,0.09263911810599386,0.09011869505707473,0.07866194072618342,0.10322508265477369
qwen3_vl_8b,train,fraction,prompt,0,19,2077,0.04645201423381737,0.045062113270542326,0.038408688377693644,0.05241566248870104
qwen3_vl_8b,train,fraction,prompt,0,20,2077,0.07617789048166632,0.07461792931562389,0.06609754264103787,0.08454798532092743
qwen3_vl_8b,train,fraction,prompt,0,21,2077,0.05507281266252393,0.05384698702065568,0.044342868155932455,0.06381780239727138
qwen3_vl_8b,train,fraction,prompt,0,22,2077,0.04154067305683136,0.0401606412864025,0.03542872972923078,0.04609413733529443
qwen3_vl_8b,train,fraction,prompt,0,23,2077,0.05826427600780058,0.05683851057499406,0.05052034575728591,0.06401311933651464
qwen3_vl_8b,train,fraction,prompt,0,24,2077,0.032251355204547236,0.03059962491140784,0.02636832613510862,0.036363666204792665
qwen3_vl_8b,train,fraction,prompt,0,25,2077,0.0452713623567591,0.04375869393012535,0.03758040708592575,0.05136298495499336
qwen3_vl_8b,train,fraction,prompt,0,26,2077,0.028684228191107046,0.028198070583597478,0.024611483675136357,0.032145031402893126
qwen3_vl_8b,train,fraction,prompt,0,27,2077,0.039742326524938254,0.03940440974875633,0.03584765565455869,0.04329729108031594
qwen3_vl_8b,train,fraction,prompt,0,28,2077,0.04470731374961787,0.04454256518837086,0.039849439256561855,0.04922173752083437
qwen3_vl_8b,train,fraction,prompt,0,29,2077,0.023564448723074265,0.023077704895846065,0.020584983726938955,0.02582584966187732
qwen3_vl_8b,train,fraction,prompt,0,30,2077,0.04816699240155249,0.047645723994413046,0.041332391388708374,0.05399463255784296
qwen3_vl_8b,train,fraction,prompt,0,31,2077,0.03450880575022864,0.0338132866701894,0.029297763765256193,0.03877088624040987
qwen3_vl_8b,train,fraction,prompt,0,32,2077,0.036184632107006225,0.03584883081072258,0.03216040015683908,0.040164375672319924
qwen3_vl_8b,train,fraction,prompt,0,33,2077,0.019582631002882173,0.019173301653774323,0.016297573211568044,0.022432570407222754
qwen3_vl_8b,train,fraction,prompt,0,34,2077,0.0662338958022645,0.06497785908304227,0.057675400587612086,0.07348589615832161
qwen3_vl_8b,train,fraction,prompt,0,35,2077,0.17217663832494218,0.17260703064161403,0.15235084609982,0.19105053997194762
qwen3_vl_8b,train,fraction,prompt,0,36,2077,0.15178606375484158,0.14812678368942,0.1254639495241655,0.1754040423741249
qwen3_vl_8b,train,fraction,prompt,1,1,9769,0.016309238804441236,0.009217658152751692,0.003960451186063427,0.02510229362613089
qwen3_vl_8b,train,fraction,prompt,1,2,9769,0.133481554254113,0.1191794584590766,0.07534465972693354,0.18722302456053805
qwen3_vl_8b,train,fraction,prompt,1,3,9769,0.12574942119969543,0.09932190994272656,0.06503632966834427,0.17136129304008005
qwen3_vl_8b,train,fraction,prompt,1,4,9769,0.15697526379221124,0.13270938278885142,0.09854319366561173,0.20925446141053908
qwen3_vl_8b,train,fraction,prompt,1,5,9769,0.1086895624965282,0.09836670293286746,0.07101769090404801,0.13611445088683782
qwen3_vl_8b,train,fraction,prompt,1,6,9769,0.08253481508357971,0.06927855471210442,0.051734551348061895,0.10510650211029571
qwen3_vl_8b,train,fraction,prompt,1,7,9769,0.05292875642260193,0.04127242430433742,0.028618122848278634,0.06834043967810516
qwen3_vl_8b,train,fraction,prompt,1,8,9769,0.07633499849845178,0.07049379546878862,0.057821355986644486,0.09093400264590105
qwen3_vl_8b,train,fraction,prompt,1,9,9769,0.09158148755268262,0.08402157652389416,0.07055844509178992,0.10540145332671133
qwen3_vl_8b,train,fraction,prompt,1,10,9769,0.08401362866191452,0.07623012630208881,0.06187451715215973,0.09963905320405002
qwen3_vl_8b,train,fraction,prompt,1,11,9769,0.10879557053722216,0.10571435134477221,0.09166181687656601,0.12267636525123134
qwen3_vl_8b,train,fraction,prompt,1,12,9769,0.08509513148580562,0.08141634858580721,0.07011387180523503,0.09700361704585203
qwen3_vl_8b,train,fraction,prompt,1,13,9769,0.0966873743823932,0.09593841974764095,0.08638458774690508,0.10641851971583943
qwen3_vl_8b,train,fraction,prompt,1,14,9769,0.06609510429210862,0.06042217214887954,0.049572784832568065,0.0764916497546245
qwen3_vl_8b,train,fraction,prompt,1,15,9769,0.07932268425305815,0.07565160934640455,0.06500483725260792,0.08950895696876493
qwen3_vl_8b,train,fraction,prompt,1,16,9769,0.07613371641298697,0.06961211442287417,0.05761788335321808,0.08863797505818617
qwen3_vl_8b,train,fraction,prompt,1,17,9769,0.09651560489800694,0.0925106468969223,0.07936386174729172,0.11122511240430133
qwen3_vl_8b,train,fraction,prompt,1,18,9769,0.10427382488854312,0.09740462658542626,0.08269298486505798,0.11954653119898252
qwen3_vl_8b,train,fraction,prompt,1,19,9769,0.054353025938616385,0.05038514597115773,0.04130700272022004,0.06271800908267067
qwen3_vl_8b,train,fraction,prompt,1,20,9769,0.08229000025231924,0.07748506092062454,0.06703218413749039,0.09483340208658143
qwen3_vl_8b,train,fraction,prompt,1,21,9769,0.06197703824715056,0.058261890946597616,0.04740932286953375,0.07332937401827376
qwen3_vl_8b,train,fraction,prompt,1,22,9769,0.04688423634449403,0.044135441448092005,0.03821714811855497,0.05256251134830611
qwen3_vl_8b,train,fraction,prompt,1,23,9769,0.06697951937200207,0.062029134165610685,0.05298150136382162,0.07839625272481066
qwen3_vl_8b,train,fraction,prompt,1,24,9769,0.038543850876690385,0.03605569837311984,0.029692020502243857,0.045265191211092376
qwen3_vl_8b,train,fraction,prompt,1,25,9769,0.05573946362727488,0.0537020115083192,0.04358837785523507,0.06585565360221846
qwen3_vl_8b,train,fraction,prompt,1,26,9769,0.030497201619166366,0.029448524142244335,0.024975849718283004,0.0351747191250601
qwen3_vl_8b,train,fraction,prompt,1,27,9769,0.04223657477385219,0.04153984673600728,0.037816675544594426,0.045954740479344613
qwen3_vl_8b,train,fraction,prompt,1,28,9769,0.04862117360783343,0.04828481155101763,0.043405929128801035,0.05356436218296729
qwen3_vl_8b,train,fraction,prompt,1,29,9769,0.02479841845942041,0.023961635450667543,0.020959651891040185,0.02786129426998809
qwen3_vl_8b,train,fraction,prompt,1,30,9769,0.05217181790237037,0.05146149996276453,0.044202914388899714,0.05948342891084522
qwen3_vl_8b,train,fraction,prompt,1,31,9769,0.038186057669019446,0.037225457264466674,0.03145357494149944,0.04409770628803607
qwen3_vl_8b,train,fraction,prompt,1,32,9769,0.03915558465848541,0.03896784840440483,0.033653557911791795,0.0441104496006554
qwen3_vl_8b,train,fraction,prompt,1,33,9769,0.021784156957745316,0.021307636856561136,0.017487684573026532,0.025494304448392513
qwen3_vl_8b,train,fraction,prompt,1,34,9769,0.07153708095546452,0.06900999285288309,0.059868452399881776,0.08223913624091152
qwen3_vl_8b,train,fraction,prompt,1,35,9769,0.17693265540048936,0.17511550762241637,0.15618699791609109,0.19688094812803797
qwen3_vl_8b,train,fraction,prompt,1,36,9769,0.1544256649217869,0.15063874629598914,0.12895714467787414,0.17604899608755484
qwen3_vl_8b,train,fraction,generation,0,1,2077,0.6100573500625911,0.6071495559015985,0.5427454115524791,0.6638320046024121
qwen3_vl_8b,train,fraction,generation,0,2,2077,0.6162632494975656,0.6266322156579597,0.5654066660104492,0.6777724305315477
qwen3_vl_8b,train,fraction,generation,0,3,2077,0.6128226951403344,0.6317313785472901,0.5826507052343408,0.6709849520978884
qwen3_vl_8b,train,fraction,generation,0,4,2077,0.5485651416901962,0.5727257691931394,0.505729649998508,0.6150002134357211
qwen3_vl_8b,train,fraction,generation,0,5,2077,0.4298756349866051,0.4392810594464842,0.37814263687085176,0.492939683981842
qwen3_vl_8b,train,fraction,generation,0,6,2077,0.4077912988994454,0.4081023141430905,0.34160662323794383,0.4853848107037094
qwen3_vl_8b,train,fraction,generation,0,7,2077,0.43830367348702715,0.44776110325773255,0.36092078014609064,0.5194486334969859
qwen3_vl_8b,train,fraction,generation,0,8,2077,0.42861482318185734,0.4349244037888218,0.3733162116477898,0.48873083142822316
qwen3_vl_8b,train,fraction,generation,0,9,2077,0.3437888525497424,0.33863737748665756,0.28021336328314084,0.41005598877858807
qwen3_vl_8b,train,fraction,generation,0,10,2077,0.35466804445331906,0.3513560934660144,0.30655053416614003,0.40263241884591355
qwen3_vl_8b,train,fraction,generation,0,11,2077,0.36628419003456697,0.3662226436080191,0.3172787321493044,0.4141025530207649
qwen3_vl_8b,train,fraction,generation,0,12,2077,0.3568667798658591,0.3576913653111404,0.2978550373145027,0.42052767222098036
qwen3_vl_8b,train,fraction,generation,0,13,2077,0.32638631939138274,0.3252539216142102,0.28650300934177886,0.3655785192742803
qwen3_vl_8b,train,fraction,generation,0,14,2077,0.2700950692223635,0.26936518495408124,0.22903954735075407,0.30965531264238194
qwen3_vl_8b,train,fraction,generation,0,15,2077,0.36353876366777266,0.36367215364609734,0.32459721453164897,0.40765896238692734
qwen3_vl_8b,train,fraction,generation,0,16,2077,0.33567415413388535,0.3331254220508072,0.2938977349655412,0.37673886878178847
qwen3_vl_8b,train,fraction,generation,0,17,2077,0.3392516960813347,0.34255845938602586,0.2980218968854153,0.383050594980761
qwen3_vl_8b,train,fraction,generation,0,18,2077,0.32522217330889197,0.3245256244291517,0.2906102741947197,0.3614708841734882
qwen3_vl_8b,train,fraction,generation,0,19,2077,0.2977405310325665,0.29525580687025116,0.2561866321504899,0.33485819008465706
qwen3_vl_8b,train,fraction,generation,0,20,2077,0.3163196816756323,0.3140426184165409,0.28296854630718526,0.34910087534918494
qwen3_vl_8b,train,fraction,generation,0,21,2077,0.303665890258051,0.3021317842057549,0.2643773758905398,0.34116781856289025
qwen3_vl_8b,train,fraction,generation,0,22,2077,0.3284025593465507,0.3270817648997011,0.2893785246259465,0.36629233997428756
qwen3_vl_8b,train,fraction,generation,0,23,2077,0.3334922458377311,0.3316481554457872,0.2946882357583561,0.3674732734772481
qwen3_vl_8b,train,fraction,generation,0,24,2077,0.2710102729937027,0.26768779391952624,0.22866048782179504,0.31057101289059746
qwen3_vl_8b,train,fraction,generation,0,25,2077,0.22270195743263277,0.22214393563685722,0.19067369200981568,0.25445173664097936
qwen3_vl_8b,train,fraction,generation,0,26,2077,0.21075873450474233,0.21036880076175218,0.18386428342796232,0.23447009818406853
qwen3_vl_8b,train,fraction,generation,0,27,2077,0.16262801191369647,0.16001203670544478,0.1294159343943704,0.19314413937003186
qwen3_vl_8b,train,fraction,generation,0,28,2077,0.1337396318731854,0.13083504615515584,0.11276403425292601,0.1515035396023312
qwen3_vl_8b,train,fraction,generation,0,29,2077,0.164297414778738,0.1603987848955568,0.1368050385453974,0.1885454727000958
qwen3_vl_8b,train,fraction,generation,0,30,2077,0.10826064874828979,0.1058333757746033,0.0812161239311873,0.1340378319484232
qwen3_vl_8b,train,fraction,generation,0,31,2077,0.11078825714755404,0.10850140153199443,0.09200427627891089,0.12727559679598335
qwen3_vl_8b,train,fraction,generation,0,32,2077,0.08331149676435284,0.08017049156567055,0.06706854599281477,0.09701084286690324
qwen3_vl_8b,train,fraction,generation,0,33,2077,0.10747446936252507,0.10447353657228066,0.08739104441568822,0.12485984174116217
qwen3_vl_8b,train,fraction,generation,0,34,2077,0.06910088811137766,0.06551299970690518,0.051432867327982995,0.08330652405340454
qwen3_vl_8b,train,fraction,generation,0,35,2077,0.09941075112743152,0.09478062518589794,0.08214577507942371,0.11101871891802932
qwen3_vl_8b,train,fraction,generation,0,36,2077,0.1038366795272294,0.10245265834981954,0.0872013198541702,0.1197573865098186
qwen3_vl_8b,train,fraction,generation,1,1,9769,0.5955514116957854,0.5938164408405127,0.5251900252426354,0.6622936746509662
qwen3_vl_8b,train,fraction,generation,1,2,9769,0.5525172909270628,0.5586280604868562,0.4788116851369417,0.6309329723731981
qwen3_vl_8b,train,fraction,generation,1,3,9769,0.5373086668694852,0.5688239490197043,0.43942841537080957,0.6378346065977674
qwen3_vl_8b,train,fraction,generation,1,4,9769,0.48657708790035725,0.501968734716361,0.38786820192460214,0.5911994805435711
qwen3_vl_8b,train,fraction,generation,1,5,9769,0.36743195281194785,0.37629766226045036,0.3001834966016145,0.43401927988286365
qwen3_vl_8b,train,fraction,generation,1,6,9769,0.363542426487063,0.35781986839871865,0.2965614680461516,0.44877646110737396
qwen3_vl_8b,train,fraction,generation,1,7,9769,0.38612154519014147,0.383216277947172,0.3203667114348624,0.46821976515236186
qwen3_vl_8b,train,fraction,generation,1,8,9769,0.38034057661672876,0.3835751024868964,0.3286748986079275,0.4391394079574455
qwen3_vl_8b,train,fraction,generation,1,9,9769,0.2966664130258082,0.2905286296480919,0.2251277018689811,0.3648333834798866
qwen3_vl_8b,train,fraction,generation,1,10,9769,0.3060078094283488,0.2982901817562863,0.23650727360793675,0.3681383055286515
qwen3_vl_8b,train,fraction,generation,1,11,9769,0.3247326651110094,0.3192523788012179,0.26697971703134804,0.37993343817267433
qwen3_vl_8b,train,fraction,generation,1,12,9769,0.3090820472411309,0.30455131333473023,0.23691153130597423,0.3809693115013051
qwen3_vl_8b,train,fraction,generation,1,13,9769,0.2884831908827278,0.2835026917497134,0.23575509493388078,0.3340844985364675
qwen3_vl_8b,train,fraction,generation,1,14,9769,0.2312496044022329,0.22758163185461383,0.17370428000121732,0.28087733812498084
qwen3_vl_8b,train,fraction,generation,1,15,9769,0.31613585355676355,0.3224849568228889,0.25589795335601995,0.3739879741936151
qwen3_vl_8b,train,fraction,generation,1,16,9769,0.29182612848063616,0.2925337601297864,0.23586679825675338,0.3447831358430966
qwen3_vl_8b,train,fraction,generation,1,17,9769,0.2862990248196291,0.2922714873021667,0.2161055824085172,0.3547839731993388
qwen3_vl_8b,train,fraction,generation,1,18,9769,0.28442305643343113,0.28843497725172507,0.22561844909447612,0.3404906076158833
qwen3_vl_8b,train,fraction,generation,1,19,9769,0.25736725060943355,0.2526973510471879,0.19889586618679805,0.3065518065093414
qwen3_vl_8b,train,fraction,generation,1,20,9769,0.2847193511056242,0.2828911888797193,0.23475958583834117,0.328019074089543
qwen3_vl_8b,train,fraction,generation,1,21,9769,0.25797965251466937,0.25686099963444103,0.20246600858910374,0.3078266315307343
qwen3_vl_8b,train,fraction,generation,1,22,9769,0.2885246435316923,0.28482583576679815,0.23671787519242915,0.3360369291942149
qwen3_vl_8b,train,fraction,generation,1,23,9769,0.32036998408383666,0.3162199313913291,0.2796673425321559,0.3602463252266651
qwen3_vl_8b,train,fraction,generation,1,24,9769,0.23976100682391996,0.2330259638222236,0.19251879083189602,0.28063625158512634
qwen3_vl_8b,train,fraction,generation,1,25,9769,0.18865202697386274,0.18687193989670278,0.14264148601833856,0.22753207679684376
qwen3_vl_8b,train,fraction,generation,1,26,9769,0.21791186611727162,0.21436167139320791,0.1884573663280739,0.24263272283803647
qwen3_vl_8b,train,fraction,generation,1,27,9769,0.14307260550282422,0.13648941233443976,0.10733202309186232,0.17158530260749522
qwen3_vl_8b,train,fraction,generation,1,28,9769,0.12587582518963222,0.12128795237653951,0.09752912613197838,0.14982718258486377
qwen3_vl_8b,train,fraction,generation,1,29,9769,0.1562475731437003,0.15169201172140462,0.12552943284136597,0.18183542433877437
qwen3_vl_8b,train,fraction,generation,1,30,9769,0.0878624962756299,0.0834107734902652,0.04995418595226726,0.11854963725326677
qwen3_vl_8b,train,fraction,generation,1,31,9769,0.11018606775568451,0.10560280986230407,0.08558137207216043,0.1298939306577062
qwen3_vl_8b,train,fraction,generation,1,32,9769,0.08211426494695735,0.07850523818341723,0.060086013619032916,0.09989174892023106
qwen3_vl_8b,train,fraction,generation,1,33,9769,0.10674130828567371,0.10543083197902443,0.08590885411819352,0.1252488398144519
qwen3_vl_8b,train,fraction,generation,1,34,9769,0.058104219340130554,0.054435341928679486,0.03971215489520707,0.07175120424357656
qwen3_vl_8b,train,fraction,generation,1,35,9769,0.09105652275562735,0.0883401342878279,0.07436912582458394,0.10468833617382035
qwen3_vl_8b,train,fraction,generation,1,36,9769,0.09314523830535032,0.09184990873901583,0.06850401613086705,0.11492915052461969
qwen3_vl_8b,train,fraction,visual,0,1,2077,0.019332620182988626,0.016551690092310088,0.011467379912630712,0.024838248597960473
qwen3_vl_8b,train,fraction,visual,0,2,2077,0.012844704191060707,0.009799488040442839,0.006931040916794023,0.0151569742851654
qwen3_vl_8b,train,fraction,visual,0,3,2077,0.05032429373897073,0.04045158762485877,0.02772233989183195,0.06306432071667731
qwen3_vl_8b,train,fraction,visual,0,4,2077,0.03288446481493838,0.024769742246294416,0.016348236902140642,0.03917958135266324
qwen3_vl_8b,train,fraction,visual,0,5,2077,0.021470431824214268,0.01673489259846403,0.009681138893919921,0.02679529613109072
qwen3_vl_8b,train,fraction,visual,0,6,2077,0.02298654297252821,0.01885499660768474,0.01264681045028603,0.028393573651561203
qwen3_vl_8b,train,fraction,visual,0,7,2077,0.02590366508794216,0.01793250880608461,0.008228954269084694,0.036089078774889635
qwen3_vl_8b,train,fraction,visual,0,8,2077,0.02097814565954875,0.018266908650243642,0.011086096728944934,0.027082411352188564
qwen3_vl_8b,train,fraction,visual,0,9,2077,0.07879963628606128,0.07466489089418299,0.05057004455941316,0.1009354419510698
qwen3_vl_8b,train,fraction,visual,0,10,2077,0.1102090729924151,0.10592554290605843,0.07322557461196515,0.1407799097444246
qwen3_vl_8b,train,fraction,visual,0,11,2077,0.08030550956023362,0.07742451717156021,0.05175010258497324,0.10492339420600169
qwen3_vl_8b,train,fraction,visual,0,12,2077,0.09128309954096697,0.0887517064556511,0.06568154296175395,0.11192336526786709
qwen3_vl_8b,train,fraction,visual,0,13,2077,0.07257104573352594,0.06726715394041242,0.04981929909588953,0.08865145867525508
qwen3_vl_8b,train,fraction,visual,0,14,2077,0.16822810110239822,0.16837931671801926,0.12060662062190909,0.21475484202648207
qwen3_vl_8b,train,fraction,visual,0,15,2077,0.12162916764184842,0.12078413261901527,0.09032316034996622,0.15235485808981977
qwen3_vl_8b,train,fraction,visual,0,16,2077,0.18252124292101132,0.18611645836552612,0.14179157955469213,0.22549524186290062
qwen3_vl_8b,train,fraction,visual,0,17,2077,0.14181539808324328,0.1384429786667812,0.1051753250082098,0.17479053342078033
qwen3_vl_8b,train,fraction,visual,0,18,2077,0.1779611315092274,0.18036672155896624,0.14131804878443635,0.21877182160884664
qwen3_vl_8b,train,fraction,visual,0,19,2077,0.21940017693736413,0.22929510572981085,0.17817214822279412,0.2661535299526239
qwen3_vl_8b,train,fraction,visual,0,20,2077,0.12796744678074293,0.1275905852784271,0.08171368517774015,0.16634568239311104
qwen3_vl_8b,train,fraction,visual,0,21,2077,0.15846355017048552,0.16383652954223055,0.10964082442035167,0.2081678269323685
qwen3_vl_8b,train,fraction,visual,0,22,2077,0.13759192602185463,0.1423449502967443,0.10121264088271167,0.17348301574066533
qwen3_vl_8b,train,fraction,visual,0,23,2077,0.06813057095106216,0.06685286746175408,0.050322259108005536,0.08394837320914099
qwen3_vl_8b,train,fraction,visual,0,24,2077,0.15273794540846075,0.1555171701800675,0.11668672233572734,0.19084694943370514
qwen3_vl_8b,train,fraction,visual,0,25,2077,0.16094040396523202,0.15938761703272714,0.12708224239236682,0.193924348612879
qwen3_vl_8b,train,fraction,visual,0,26,2077,0.0651646273273356,0.06257864159536,0.043070577368143244,0.08379898457630434
qwen3_vl_8b,train,fraction,visual,0,27,2077,0.12515065053543942,0.12292549156350754,0.08860371573371162,0.1594828890929175
qwen3_vl_8b,train,fraction,visual,0,28,2077,0.07250319670906002,0.06937154670556073,0.0476685213751902,0.09205163069731565
qwen3_vl_8b,train,fraction,visual,0,29,2077,0.06502965421837287,0.05673533011502635,0.037243647649435156,0.08884000044431492
qwen3_vl_8b,train,fraction,visual,0,30,2077,0.09541933103531915,0.0908167449706414,0.0642576889894762,0.11962305839989806
qwen3_vl_8b,train,fraction,visual,0,31,2077,0.04234766085971764,0.03903421468604987,0.024670314858829912,0.05670395335690784
qwen3_vl_8b,train,fraction,visual,0,32,2077,0.04996797387358533,0.047101464235284954,0.028508767218187774,0.06668333022460687
qwen3_vl_8b,train,fraction,visual,0,33,2077,0.05078188572967568,0.0449515358692292,0.0257140907405609,0.07198159724426555
qwen3_vl_8b,train,fraction,visual,0,34,2077,0.056299448226626504,0.05181851691546093,0.032592213846414766,0.07509929213939452
qwen3_vl_8b,train,fraction,visual,0,35,2077,0.040857879392570795,0.03706580929983972,0.02574543746491336,0.053171359800811314
qwen3_vl_8b,train,fraction,visual,0,36,2077,0.014924374890657672,0.014173898605308393,0.011484101155212496,0.01757359151822386
qwen3_vl_8b,train,fraction,visual,1,1,9769,0.027851946460741305,0.02583740301261805,0.015701240157509195,0.038910844951041565
qwen3_vl_8b,train,fraction,visual,1,2,9769,0.020806000302025722,0.015740504242492737,0.009216127695163364,0.02729419943107396
qwen3_vl_8b,train,fraction,visual,1,3,9769,0.0776474691967363,0.06216154148064601,0.03997861349598588,0.09690492256476148
qwen3_vl_8b,train,fraction,visual,1,4,9769,0.05023109296005317,0.03960656025365757,0.021410215113594054,0.06646414978669184
qwen3_vl_8b,train,fraction,visual,1,5,9769,0.03866134481345731,0.030824570679139962,0.0178791628808891,0.050385690574029696
qwen3_vl_8b,train,fraction,visual,1,6,9769,0.04239739889038261,0.033556246831078475,0.020488225099074688,0.058979421859353336
qwen3_vl_8b,train,fraction,visual,1,7,9769,0.05184196459035823,0.03963592147182444,0.01741081765446937,0.07886948776454211
qwen3_vl_8b,train,fraction,visual,1,8,9769,0.035572205200093944,0.030644469479083385,0.018975453419012703,0.04812069064837265
qwen3_vl_8b,train,fraction,visual,1,9,9769,0.1118082702204377,0.10116244800875311,0.07099112242418927,0.14057026321120714
qwen3_vl_8b,train,fraction,visual,1,10,9769,0.15002294539840222,0.14536831455306068,0.0969386368654359,0.2018396828822977
qwen3_vl_8b,train,fraction,visual,1,11,9769,0.10828730541989975,0.1053198585099949,0.07377197194576288,0.1340949139027621
qwen3_vl_8b,train,fraction,visual,1,12,9769,0.12049021627547643,0.11373059120352022,0.08467302410690676,0.1494627591377318
qwen3_vl_8b,train,fraction,visual,1,13,9769,0.11031136931650881,0.09939734777929507,0.07179516982960261,0.13645414575435783
qwen3_vl_8b,train,fraction,visual,1,14,9769,0.19872939314473323,0.2001300559802652,0.15678287633083393,0.2426424076762952
qwen3_vl_8b,train,fraction,visual,1,15,9769,0.15887953681151507,0.15710376698651288,0.12465512658154698,0.19223244483157176
qwen3_vl_8b,train,fraction,visual,1,16,9769,0.20930123824363403,0.2136247711858811,0.17540890541628698,0.24908222866146348
qwen3_vl_8b,train,fraction,visual,1,17,9769,0.18969900835733014,0.18274454563482817,0.14293812759597638,0.2293806059711367
qwen3_vl_8b,train,fraction,visual,1,18,9769,0.20603841377276674,0.20972896534923977,0.17185135647897093,0.24432917545479796
qwen3_vl_8b,train,fraction,visual,1,19,9769,0.2529331148851611,0.2594163831806821,0.22246037160946758,0.29190610070030326
qwen3_vl_8b,train,fraction,visual,1,20,9769,0.16426344987181465,0.16374824984832725,0.1259809283250383,0.20182930225062595
qwen3_vl_8b,train,fraction,visual,1,21,9769,0.1927637091213659,0.19829350599004314,0.15804827317318998,0.2327949238477602
