model,split,metric,source,label,layer,n,mean,median,q25,q75
llava_1_5_7b,all,gross,prompt,1,30,11976,0.9616289051891314,0.907350870067603,0.7911549410782754,1.0854627028020332
llava_1_5_7b,all,gross,prompt,1,31,11976,2.0244719529655,1.9573860645177774,1.7954214678466087,2.2106777000590228
llava_1_5_7b,all,gross,prompt,1,32,11976,5.373181231230765,5.087465431075543,4.045007994980551,6.319197393371724
llava_1_5_7b,all,gross,generation,0,1,3487,0.6375963029070222,0.6619216450490057,0.5877916171448305,0.7117369386251085
llava_1_5_7b,all,gross,generation,0,2,3487,1.407317613141602,1.4013951466185972,1.2489786894293502,1.503906141326297
llava_1_5_7b,all,gross,generation,0,3,3487,1.7027338079719792,1.665872619865695,1.388081881144899,1.9576812104642158
llava_1_5_7b,all,gross,generation,0,4,3487,1.748217070822067,1.712967687722994,1.2651504539389862,2.1637392158445437
llava_1_5_7b,all,gross,generation,0,5,3487,2.230092850796208,2.246524224698078,1.7601520004100166,2.575089850812219
llava_1_5_7b,all,gross,generation,0,6,3487,2.853888145059156,2.783525709528476,2.462508792959852,3.2128669982776046
llava_1_5_7b,all,gross,generation,0,7,3487,3.1999093662540123,3.196889051469043,2.687915777845774,3.6977095783222467
llava_1_5_7b,all,gross,generation,0,8,3487,3.2628196818112998,3.251487450208515,2.790713110473007,3.7293983152485453
llava_1_5_7b,all,gross,generation,0,9,3487,4.235652957879581,4.196758224396035,3.710113983368501,4.752514701685868
llava_1_5_7b,all,gross,generation,0,10,3487,4.333427166778885,4.346250056813005,3.5918081023264676,5.089567657298176
llava_1_5_7b,all,gross,generation,0,11,3487,5.844649442279084,5.9616785468533635,5.322689559310675,6.476881748065352
llava_1_5_7b,all,gross,generation,0,12,3487,5.373602147499252,5.652679031714797,4.748607874615118,6.265448642079718
llava_1_5_7b,all,gross,generation,0,13,3487,5.808790788937831,5.955049033742398,4.908895638305694,6.843521525210235
llava_1_5_7b,all,gross,generation,0,14,3487,5.266982283304521,5.441041135462001,4.594627974729519,6.0833847291069105
llava_1_5_7b,all,gross,generation,0,15,3487,5.8516407398852195,6.038705996470526,5.189842778083403,6.660226614127168
llava_1_5_7b,all,gross,generation,0,16,3487,6.988311773421591,7.290764257311821,6.3118797487113625,7.943483558679873
llava_1_5_7b,all,gross,generation,0,17,3487,6.736675797279607,6.672251053387299,5.944590321800206,7.501449913193937
llava_1_5_7b,all,gross,generation,0,18,3487,3.8400080865379533,3.8283139631384984,3.3464732986176386,4.289467213646276
llava_1_5_7b,all,gross,generation,0,19,3487,3.8853083509155573,3.8441450744867325,3.4925993920187466,4.233487531600986
llava_1_5_7b,all,gross,generation,0,20,3487,4.655436036864416,4.7701615113182925,4.138445869321004,5.269244178372901
llava_1_5_7b,all,gross,generation,0,21,3487,3.768874478210044,3.606235904735513,3.1254147397121415,4.23965958977351
llava_1_5_7b,all,gross,generation,0,22,3487,1.9031681264369333,1.8842744925932493,1.432076635188423,2.3235394653020194
llava_1_5_7b,all,gross,generation,0,23,3487,3.5962806931399314,3.6343098119832575,3.1208830938267056,4.136975215413258
llava_1_5_7b,all,gross,generation,0,24,3487,2.877280407425485,2.8039951196406037,2.240755319944583,3.412823679522262
llava_1_5_7b,all,gross,generation,0,25,3487,1.6841073292473585,1.558044888137374,1.2306237949233036,2.003840795470751
llava_1_5_7b,all,gross,generation,0,26,3487,0.9346041704818672,0.885552603052929,0.6511255950317718,1.1620510490902234
llava_1_5_7b,all,gross,generation,0,27,3487,3.300603743867829,3.302927171578631,2.5970253187115304,3.969409751269268
llava_1_5_7b,all,gross,generation,0,28,3487,1.6530864106617347,1.60376993304817,1.228251732303761,1.9738743590423837
llava_1_5_7b,all,gross,generation,0,29,3487,1.723943538441887,1.6257441104389727,1.3309911855030805,2.0033706550166244
llava_1_5_7b,all,gross,generation,0,30,3487,2.8689627846151353,2.8373811247292906,2.148301752517,3.5066541542764753
llava_1_5_7b,all,gross,generation,0,31,3487,5.483934169222306,6.0191802815534174,3.3787640074442606,7.412771747971419
llava_1_5_7b,all,gross,generation,0,32,3487,14.492547339926428,14.177495226264,11.464962934143841,17.018761506071314
llava_1_5_7b,all,gross,generation,1,1,11976,0.46099483578877415,0.45562631310895085,0.29807927063666284,0.5973782748915255
llava_1_5_7b,all,gross,generation,1,2,11976,1.137371584329128,1.0603741405066103,0.8467267921660095,1.3759129410027526
llava_1_5_7b,all,gross,generation,1,3,11976,1.7095776990080374,1.5856583995046094,1.3763849306706106,1.928685614373535
llava_1_5_7b,all,gross,generation,1,4,11976,1.4412836950696568,1.403527696733363,1.0736631526960991,1.7729804173577577
llava_1_5_7b,all,gross,generation,1,5,11976,1.9418934480675147,1.8817513985559344,1.4469892084307503,2.35739344911417
llava_1_5_7b,all,gross,generation,1,6,11976,2.215299094222366,2.191295498632826,1.6441501541994512,2.6584269176091766
llava_1_5_7b,all,gross,generation,1,7,11976,2.1719102945298423,2.235466094047297,1.1322027074638754,2.9096102585608605
llava_1_5_7b,all,gross,generation,1,8,11976,2.425367293347953,2.3255321625620127,1.6440440937876701,3.015508280310314
llava_1_5_7b,all,gross,generation,1,9,11976,2.969337333427426,2.9524809261783957,1.743430700385943,3.8698039501032326
llava_1_5_7b,all,gross,generation,1,10,11976,3.148234661163414,3.0137716345489025,2.1245165742002428,3.980385837785434
llava_1_5_7b,all,gross,generation,1,11,11976,4.407918980507135,4.342460703570396,2.931622739881277,5.590110170887783
llava_1_5_7b,all,gross,generation,1,12,11976,3.6174836207652468,3.3403418892994523,2.21553245652467,4.93381310912082
llava_1_5_7b,all,gross,generation,1,13,11976,3.79565644108793,3.536724382545799,2.186269573867321,5.1869600738282315
llava_1_5_7b,all,gross,generation,1,14,11976,3.7429931043481464,3.5278445659205317,2.3055192474275827,5.043278802419081
llava_1_5_7b,all,gross,generation,1,15,11976,4.376718906715405,4.03759433561936,2.827446073293686,5.759148247074336
llava_1_5_7b,all,gross,generation,1,16,11976,5.115992813711197,4.83353964984417,3.38879746128805,6.664252013957594
llava_1_5_7b,all,gross,generation,1,17,11976,5.167371953134097,5.190372576937079,3.545732588507235,6.452091104525607
llava_1_5_7b,all,gross,generation,1,18,11976,3.0493266385490227,2.962067315587774,2.1598745859228075,3.698811240727082
llava_1_5_7b,all,gross,generation,1,19,11976,3.2490276853647715,3.181975840823725,2.5499946245690808,3.814814390410902
llava_1_5_7b,all,gross,generation,1,20,11976,3.6174538717302593,3.3912220076890662,2.5981981744989753,4.532949684275081
llava_1_5_7b,all,gross,generation,1,21,11976,3.213699935857553,3.1624951351841446,2.202358548529446,4.028039920667652
llava_1_5_7b,all,gross,generation,1,22,11976,1.5106131626407115,1.385620558852679,0.8044015404302627,2.0605615915555973
llava_1_5_7b,all,gross,generation,1,23,11976,2.826064856164261,2.7156994088436477,2.101558760041371,3.473666614139802
llava_1_5_7b,all,gross,generation,1,24,11976,2.0949755446579634,1.9066218894149642,1.2389355566119775,2.6935293646820355
llava_1_5_7b,all,gross,generation,1,25,11976,1.3281581934643498,1.1270148432813585,0.7319110775133595,1.6950577519019134
llava_1_5_7b,all,gross,generation,1,26,11976,0.8639763430336963,0.7211975264362991,0.38169654074590653,1.1745280411560088
llava_1_5_7b,all,gross,generation,1,27,11976,2.2447765671570066,2.032192822545767,1.329676945693791,2.953477185452357
llava_1_5_7b,all,gross,generation,1,28,11976,1.1365842373424175,1.0186753782327287,0.5360795719898306,1.5975524839377613
llava_1_5_7b,all,gross,generation,1,29,11976,1.5777766495102186,1.4966789172030985,1.164647702826187,1.879090435395483
llava_1_5_7b,all,gross,generation,1,30,11976,1.887626327585145,1.6724347756244242,1.070339038851671,2.464690398890525
llava_1_5_7b,all,gross,generation,1,31,11976,3.5986883539513963,3.2899629788589664,1.994619193021208,4.574786503450014
llava_1_5_7b,all,gross,generation,1,32,11976,10.788312175261048,9.625665286555886,7.005078453570604,13.424292508512735
llava_1_5_7b,all,gross,visual,0,1,3487,0.35042925731548447,0.308822900056839,0.2690332680940628,0.39314591884613037
llava_1_5_7b,all,gross,visual,0,2,3487,0.44663971427487276,0.4423486888408661,0.415948286652565,0.472163662314415
llava_1_5_7b,all,gross,visual,0,3,3487,0.27369596861069956,0.26988205313682556,0.23787591606378555,0.304120272397995
llava_1_5_7b,all,gross,visual,0,4,3487,0.21906053770150843,0.20441403985023499,0.17430362850427628,0.24194224923849106
llava_1_5_7b,all,gross,visual,0,5,3487,0.2612371087749469,0.2378646731376648,0.19452279061079025,0.2932255417108536
llava_1_5_7b,all,gross,visual,0,6,3487,0.32844067887988787,0.27221035957336426,0.22529496997594833,0.3426930457353592
llava_1_5_7b,all,gross,visual,0,7,3487,0.4573874758689493,0.3335338532924652,0.2628902196884155,0.45041777193546295
llava_1_5_7b,all,gross,visual,0,8,3487,0.4931129102301625,0.3902590274810791,0.29855605959892273,0.5441781580448151
llava_1_5_7b,all,gross,visual,0,9,3487,0.5828891443636174,0.4645003080368042,0.3538927137851715,0.6329999566078186
llava_1_5_7b,all,gross,visual,0,10,3487,0.760092067359972,0.631787896156311,0.46781517565250397,0.9012275338172913
llava_1_5_7b,all,gross,visual,0,11,3487,1.154479579150181,1.002092957496643,0.7179560959339142,1.4281450510025024
llava_1_5_7b,all,gross,visual,0,12,3487,2.6456825033466966,2.518454074859619,2.0045779943466187,3.1281356811523438
llava_1_5_7b,all,gross,visual,0,13,3487,1.3934103998424743,1.3059457540512085,0.9608523845672607,1.7189176082611084
llava_1_5_7b,all,gross,visual,0,14,3487,1.9516645278669478,1.9665439128875732,1.498566210269928,2.412846565246582
llava_1_5_7b,all,gross,visual,0,15,3487,2.8707218770784944,2.7471213340759277,1.9358646869659424,3.648285746574402
llava_1_5_7b,all,gross,visual,0,16,3487,1.9754732878280978,1.9658557176589966,1.5049155354499817,2.428792715072632
llava_1_5_7b,all,gross,visual,0,17,3487,1.8037965603328756,1.6869899034500122,1.298961579799652,2.1452975273132324
llava_1_5_7b,all,gross,visual,0,18,3487,2.9237368753655852,2.9125688076019287,2.2714544534683228,3.61520254611969
llava_1_5_7b,all,gross,visual,0,19,3487,2.338890179053722,2.332063913345337,1.8641901016235352,2.812371850013733
llava_1_5_7b,all,gross,visual,0,20,3487,3.2858873348429922,3.4834470748901367,2.7313568592071533,4.055946350097656
llava_1_5_7b,all,gross,visual,0,21,3487,4.815052047166744,5.133770942687988,4.2026526927948,5.875766277313232
llava_1_5_7b,all,gross,visual,0,22,3487,3.6421333327761243,3.9044933319091797,2.9199392795562744,4.65230131149292
llava_1_5_7b,all,gross,visual,0,23,3487,3.644556414155417,3.8773651123046875,3.2002254724502563,4.427876710891724
llava_1_5_7b,all,gross,visual,0,24,3487,1.7924554046592776,1.8628053665161133,1.4908980131149292,2.1898977756500244
llava_1_5_7b,all,gross,visual,0,25,3487,3.914112115809269,4.128757476806641,3.2000935077667236,4.869106769561768
llava_1_5_7b,all,gross,visual,0,26,3487,2.13178733650596,2.168360471725464,1.6415388584136963,2.638121485710144
llava_1_5_7b,all,gross,visual,0,27,3487,3.0459757812571175,3.202268123626709,2.512820243835449,3.719088912010193
llava_1_5_7b,all,gross,visual,0,28,3487,0.2936903318763634,0.2593839764595032,0.212279312312603,0.3237382471561432
llava_1_5_7b,all,gross,visual,0,29,3487,1.4293777790804083,1.4113125801086426,1.0800093412399292,1.762296736240387
llava_1_5_7b,all,gross,visual,0,30,3487,2.0199606119560793,2.008044481277466,1.600975751876831,2.454820156097412
llava_1_5_7b,all,gross,visual,0,31,3487,0.8494445291586308,0.8131896257400513,0.6720772087574005,0.9860058128833771
llava_1_5_7b,all,gross,visual,0,32,3487,8.832428559075463,8.499676704406738,7.688830137252808,9.497296333312988
llava_1_5_7b,all,gross,visual,1,1,11976,0.5414691767459343,0.5466131567955017,0.37312254309654236,0.6825274527072906
llava_1_5_7b,all,gross,visual,1,2,11976,0.4805043579471772,0.4795621782541275,0.44190818071365356,0.5185332745313644
llava_1_5_7b,all,gross,visual,1,3,11976,0.28492200947456864,0.2771352529525757,0.2374011166393757,0.3233504742383957
llava_1_5_7b,all,gross,visual,1,4,11976,0.31938773811326354,0.27701666951179504,0.21119875460863113,0.3940423056483269
llava_1_5_7b,all,gross,visual,1,5,11976,0.3978583353752632,0.34274861216545105,0.24771523848176003,0.4826507568359375
llava_1_5_7b,all,gross,visual,1,6,11976,0.5676055959623081,0.46773694455623627,0.2899553030729294,0.713028609752655
llava_1_5_7b,all,gross,visual,1,7,11976,1.1055662555485695,0.8965086042881012,0.3900504857301712,1.6259023249149323
llava_1_5_7b,all,gross,visual,1,8,11976,1.0624795503144164,0.9184361100196838,0.43490276485681534,1.568470537662506
llava_1_5_7b,all,gross,visual,1,9,11976,1.2247406413452668,1.0363101363182068,0.5368008762598038,1.6140415370464325
llava_1_5_7b,all,gross,visual,1,10,11976,1.4510549526224903,1.4234923720359802,0.7707013338804245,2.0298757553100586
llava_1_5_7b,all,gross,visual,1,11,11976,2.116721973920573,2.1660706996917725,1.293271005153656,2.8784037828445435
llava_1_5_7b,all,gross,visual,1,12,11976,3.3106763574979707,3.0852991342544556,2.369790554046631,4.032812714576721
llava_1_5_7b,all,gross,visual,1,13,11976,2.1438861828902085,2.0381903648376465,1.4004787504673004,2.859526038169861
llava_1_5_7b,all,gross,visual,1,14,11976,2.1439254883995296,2.1098873615264893,1.4958540797233582,2.7223238348960876
llava_1_5_7b,all,gross,visual,1,15,11976,3.8273777195918774,3.8613312244415283,2.6043620109558105,5.063594818115234
llava_1_5_7b,all,gross,visual,1,16,11976,2.5939939460302184,2.667795181274414,1.909571647644043,3.3201306462287903
llava_1_5_7b,all,gross,visual,1,17,11976,2.9897180052988017,2.9035139083862305,1.6656962633132935,4.244838237762451
llava_1_5_7b,all,gross,visual,1,18,11976,3.45371993239434,3.4995654821395874,2.603520929813385,4.36411440372467
llava_1_5_7b,all,gross,visual,1,19,11976,3.075735982632515,3.0414432287216187,2.067870795726776,4.077143311500549
llava_1_5_7b,all,gross,visual,1,20,11976,3.5226585945772704,3.742838144302368,2.6136170625686646,4.523899555206299
llava_1_5_7b,all,gross,visual,1,21,11976,4.844042786772182,5.077290773391724,3.63464891910553,6.164582967758179
llava_1_5_7b,all,gross,visual,1,22,11976,3.117157822255849,3.1813801527023315,1.9892118573188782,4.194652557373047
llava_1_5_7b,all,gross,visual,1,23,11976,3.2276012604271043,3.325091242790222,2.218256711959839,4.185351014137268
llava_1_5_7b,all,gross,visual,1,24,11976,1.558681873885856,1.5641155242919922,1.0120030045509338,2.054488718509674
llava_1_5_7b,all,gross,visual,1,25,11976,3.4654131167012707,3.427795886993408,2.336106777191162,4.489445805549622
llava_1_5_7b,all,gross,visual,1,26,11976,1.9843108703394134,1.9148781299591064,1.2886335849761963,2.486142933368683
llava_1_5_7b,all,gross,visual,1,27,11976,2.811409743946934,2.865793228149414,1.8516607284545898,3.6448399424552917
llava_1_5_7b,all,gross,visual,1,28,11976,0.38224995914105087,0.3125600814819336,0.23241284862160683,0.4390750601887703
llava_1_5_7b,all,gross,visual,1,29,11976,1.5199532677153835,1.3600221872329712,0.9233638346195221,1.8449003994464874
llava_1_5_7b,all,gross,visual,1,30,11976,2.0823837272131054,2.017698884010315,1.4872834980487823,2.602782666683197
llava_1_5_7b,all,gross,visual,1,31,11976,1.0337956634337055,0.9580822288990021,0.715850293636322,1.2674523293972015
llava_1_5_7b,all,gross,visual,1,32,11976,11.338324062212674,10.594066143035889,9.256975173950195,12.302354335784912
qwen3_vl_8b,all,gross,prompt,0,1,2593,0.08330668977869574,0.04586028234916739,0.028758194006513804,0.09145103540504351
qwen3_vl_8b,all,gross,prompt,0,2,2593,2.512528832910354,2.1272880248725414,1.595452499575913,2.9602220030501485
qwen3_vl_8b,all,gross,prompt,0,3,2593,2.350590505139422,1.9943825118243694,1.5639983098953962,2.6806108225136995
qwen3_vl_8b,all,gross,prompt,0,4,2593,2.507597498797724,2.2915667295455933,1.9156714621931314,2.816628653090447
qwen3_vl_8b,all,gross,prompt,0,5,2593,1.5504165207294227,1.4111875673988834,1.178105192957446,1.7937586992047727
qwen3_vl_8b,all,gross,prompt,0,6,2593,1.358218033085371,1.2212483789771795,1.0515070228138939,1.4738868603017181
qwen3_vl_8b,all,gross,prompt,0,7,2593,0.7583190678124195,0.6426771294791251,0.5228747946675867,0.8466938777128235
qwen3_vl_8b,all,gross,prompt,0,8,2593,1.3389251981345809,1.280818173836451,1.1742054927744903,1.4432273569982499
qwen3_vl_8b,all,gross,prompt,0,9,2593,2.405312217336151,2.354518894397188,2.1247478279983625,2.6171304119052365
qwen3_vl_8b,all,gross,prompt,0,10,2593,2.6584258619937904,2.5993723207793664,2.2890057965996675,2.933930013590725
qwen3_vl_8b,all,gross,prompt,0,11,2593,3.891223862042284,3.8430714674759656,3.4681018623523414,4.25621963175945
qwen3_vl_8b,all,gross,prompt,0,12,2593,2.676560582684292,2.5924788404954597,2.2637668690877035,2.982867720827926
qwen3_vl_8b,all,gross,prompt,0,13,2593,3.0948747976400175,3.0699253508937545,2.8037476874887943,3.3583219419815578
qwen3_vl_8b,all,gross,prompt,0,14,2593,1.9242246913236396,1.8598572131595574,1.6717731755052228,2.106543462141417
qwen3_vl_8b,all,gross,prompt,0,15,2593,2.388849899835787,2.3224661349959206,2.0524203694076277,2.6365486752183642
qwen3_vl_8b,all,gross,prompt,0,16,2593,2.1289666108613647,2.0730592944892123,1.8626618682174012,2.301036566728726
qwen3_vl_8b,all,gross,prompt,0,17,2593,2.82532653941518,2.780819102888927,2.480533124296926,3.0964733546134084
qwen3_vl_8b,all,gross,prompt,0,18,2593,3.238578253746395,3.1750916729215533,2.844011895271251,3.571971971890889
qwen3_vl_8b,all,gross,prompt,0,19,2593,1.721545411183211,1.6713456771103665,1.441788049050956,1.9490477145882323
qwen3_vl_8b,all,gross,prompt,0,20,2593,3.075138089507355,2.9997234084876254,2.6999142814893275,3.371401828713715
qwen3_vl_8b,all,gross,prompt,0,21,2593,2.3489257450537555,2.3155700809438713,1.9738480969099328,2.6724494457012042
qwen3_vl_8b,all,gross,prompt,0,22,2593,2.0893374376280476,2.027985099819489,1.7994248938193778,2.2988571966416202
qwen3_vl_8b,all,gross,prompt,0,23,2593,3.619650852972863,3.488809737493284,3.14596537547186,3.9483377202413976
qwen3_vl_8b,all,gross,prompt,0,24,2593,2.510690385704398,2.387887710763607,2.057865504582878,2.8128106793155894
qwen3_vl_8b,all,gross,prompt,0,25,2593,3.952480448031621,3.8234688034281135,3.296866320539266,4.437051488086581
qwen3_vl_8b,all,gross,prompt,0,26,2593,2.458857398262573,2.421867909259163,2.165993492351845,2.704785715439357
