signal,split,layer,label,n,mean,median,p10,p90
Q_positive,test,12,HALL,709,2.3062102794647217,2.2338004112243652,1.2419241666793823,3.3712210655212402
Q_positive,test,13,HALL,709,1.4159471988677979,1.2473046779632568,0.5393276810646057,2.550276279449463
Q_positive,test,14,HALL,709,1.5938767194747925,1.6018632650375366,0.7374623417854309,2.359161853790283
Q_positive,test,15,HALL,709,2.5994746685028076,2.481152057647705,1.053945779800415,4.273012161254883
Q_positive,test,16,HALL,709,1.6284348964691162,1.5608410835266113,0.6841601133346558,2.7471182346343994
Q_positive,test,17,HALL,709,1.5054258108139038,1.3514920473098755,0.7987279891967773,2.316896438598633
Q_positive,test,18,HALL,709,2.6865501403808594,2.631420850753784,1.4280470609664917,4.045320510864258
Q_positive,test,19,HALL,709,2.401937246322632,2.4028913974761963,1.3727229833602905,3.3807833194732666
Q_positive,test,20,HALL,709,2.653803825378418,2.737779140472412,1.2271100282669067,3.771933078765869
Q_positive,test,21,HALL,709,3.9956929683685303,4.1806416511535645,1.9693645238876343,5.337111949920654
Q_positive,test,22,HALL,709,2.7806732654571533,3.0064334869384766,1.0691828727722168,3.869945764541626
Q_positive,test,23,HALL,709,2.810659170150757,2.7994284629821777,1.2765419483184814,4.036490440368652
Q_positive,test,24,HALL,709,1.5199114084243774,1.5124845504760742,0.6115476489067078,2.1349380016326904
Q_positive,test,25,HALL,709,2.8615336418151855,2.8790171146392822,1.5906882286071777,4.039291858673096
Q_positive,test,26,HALL,709,1.846908688545227,1.718749761581421,0.6874570250511169,2.8433995246887207
Q_positive,test,27,HALL,709,2.222144603729248,2.239903211593628,1.1233477592468262,3.0305280685424805
Q_positive,test,28,HALL,709,0.28171995282173157,0.23338380455970764,0.173289492726326,0.36762285232543945
Q_positive,test,29,HALL,709,1.2175266742706299,1.145189881324768,0.4980354309082031,1.877566933631897
Q_positive,test,30,HALL,709,1.4269213676452637,1.334097981452942,0.7582967281341553,2.179542064666748
Q_positive,test,31,HALL,709,0.8712618947029114,0.8455581068992615,0.6211110949516296,1.1638208627700806
Q_positive,test,32,HALL,709,11.599063873291016,11.284231185913086,9.376996040344238,13.879133224487305
Q_positive,test,1,REAL,2437,0.7905459403991699,0.6673821806907654,0.40400710701942444,1.342268466949463
Q_positive,test,2,REAL,2437,0.42440104484558105,0.42434966564178467,0.31884193420410156,0.5256294012069702
Q_positive,test,3,REAL,2437,0.2718505561351776,0.26585185527801514,0.19844402372837067,0.35422834753990173
Q_positive,test,4,REAL,2437,0.34216904640197754,0.2945184111595154,0.1843240112066269,0.5591170191764832
Q_positive,test,5,REAL,2437,0.4031078815460205,0.33902251720428467,0.19464923441410065,0.696452260017395
Q_positive,test,6,REAL,2437,0.5968448519706726,0.47417470812797546,0.20749199390411377,1.234789490699768
Q_positive,test,7,REAL,2437,1.1849558353424072,0.946924090385437,0.28819897770881653,2.585681438446045
Q_positive,test,8,REAL,2437,1.0350693464279175,0.8785847425460815,0.24911868572235107,1.9943760633468628
Q_positive,test,9,REAL,2437,1.0749943256378174,0.9563955068588257,0.30878204107284546,2.0950119495391846
Q_positive,test,10,REAL,2437,1.390138864517212,1.3435839414596558,0.41223499178886414,2.428968906402588
Q_positive,test,11,REAL,2437,1.9967368841171265,2.045391082763672,0.6239600777626038,3.2361018657684326
Q_positive,test,12,REAL,2437,2.8383045196533203,2.6960878372192383,1.4551869630813599,4.43007755279541
Q_positive,test,13,REAL,2437,2.0663676261901855,1.9754382371902466,0.7992780804634094,3.404078722000122
Q_positive,test,14,REAL,2437,1.7152917385101318,1.6868631839752197,0.7117840051651001,2.720735549926758
Q_positive,test,15,REAL,2437,3.523763656616211,3.545485496520996,1.4250797033309937,5.412245273590088
Q_positive,test,16,REAL,2437,2.189438581466675,2.2929065227508545,0.8516952991485596,3.244556427001953
Q_positive,test,17,REAL,2437,2.713804244995117,2.673619270324707,0.852246105670929,4.79273796081543
